Date;JourDeLaSemaine;TypeNuitee;CategorieVisiteurs;ZoneNuitee;Volume
2016-04-22;Vendredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-23;Samedi;Soir;Résident ;Ville de Belfort;5443
2016-04-23;Samedi;Soir;Résident ;Agglomeration de Belfort;1041
2016-04-23;Samedi;Soir;Résident ;Agglomeration de Montbeliard;58
2016-04-23;Samedi;Soir;Résident ;Agglomeration de Hericourt;29
2016-04-23;Samedi;Soir;Résident ;Reste Territoire de Belfort;432
2016-04-23;Samedi;Soir;Résident ;Reste Haute Saone;#
2016-04-23;Samedi;Soir;Résident ;Reste Doubs;#
2016-04-23;Samedi;Soir;Résident ;Haut Rhin Sud;29
2016-04-23;Samedi;Soir;Résident ;Vosges;#
2016-04-23;Samedi;Soir;Touriste Français;Ville de Belfort;816
2016-04-23;Samedi;Soir;Touriste Français;Agglomeration de Belfort;103
2016-04-23;Samedi;Soir;Touriste Français;Agglomeration de Montbeliard;305
2016-04-23;Samedi;Soir;Touriste Français;Agglomeration de Hericourt;145
2016-04-23;Samedi;Soir;Touriste Français;Reste Territoire de Belfort;47
2016-04-23;Samedi;Soir;Touriste Français;Reste Haute Saone;86
2016-04-23;Samedi;Soir;Touriste Français;Reste Doubs;153
2016-04-23;Samedi;Soir;Touriste Français;Haut Rhin Sud;93
2016-04-23;Samedi;Soir;Touriste Français;Haut Rhin Nord;23
2016-04-23;Samedi;Soir;Touriste Français;Vosges;#
2016-04-23;Samedi;Soir;Touriste Etranger;Ville de Belfort;240
2016-04-23;Samedi;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-04-23;Samedi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-23;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-23;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;21
2016-04-23;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-24;Dimanche;Soir;Résident ;Ville de Belfort;5075
2016-04-24;Dimanche;Soir;Résident ;Agglomeration de Belfort;501
2016-04-24;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;29
2016-04-24;Dimanche;Soir;Résident ;Agglomeration de Hericourt;#
2016-04-24;Dimanche;Soir;Résident ;Reste Territoire de Belfort;118
2016-04-24;Dimanche;Soir;Touriste Français;Ville de Belfort;795
2016-04-24;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;39
2016-04-24;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;157
2016-04-24;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;44
2016-04-24;Dimanche;Soir;Touriste Français;Reste Haute Saone;54
2016-04-24;Dimanche;Soir;Touriste Français;Reste Doubs;138
2016-04-24;Dimanche;Soir;Touriste Français;Haut Rhin Sud;56
2016-04-24;Dimanche;Soir;Touriste Français;Haut Rhin Nord;#
2016-04-24;Dimanche;Soir;Touriste Français;Vosges;27
2016-04-24;Dimanche;Soir;Touriste Etranger;Ville de Belfort;214
2016-04-24;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Reste Doubs;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-25;Lundi;Soir;Résident ;Ville de Belfort;6558
2016-04-25;Lundi;Soir;Résident ;Agglomeration de Belfort;1861
2016-04-25;Lundi;Soir;Résident ;Agglomeration de Montbeliard;118
2016-04-25;Lundi;Soir;Résident ;Agglomeration de Hericourt;39
2016-04-25;Lundi;Soir;Résident ;Reste Territoire de Belfort;846
2016-04-25;Lundi;Soir;Résident ;Reste Haute Saone;59
2016-04-25;Lundi;Soir;Résident ;Haut Rhin Sud;#
2016-04-25;Lundi;Soir;Résident ;Haut Rhin Nord;#
2016-04-25;Lundi;Soir;Touriste Français;Ville de Belfort;1050
2016-04-25;Lundi;Soir;Touriste Français;Agglomeration de Belfort;138
2016-04-25;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;340
2016-04-25;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;118
2016-04-25;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;41
2016-04-25;Lundi;Soir;Touriste Français;Reste Haute Saone;175
2016-04-25;Lundi;Soir;Touriste Français;Reste Doubs;156
2016-04-25;Lundi;Soir;Touriste Français;Haut Rhin Sud;142
2016-04-25;Lundi;Soir;Touriste Français;Haut Rhin Nord;46
2016-04-25;Lundi;Soir;Touriste Français;Vosges;#
2016-04-25;Lundi;Soir;Touriste Etranger;Ville de Belfort;290
2016-04-25;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;39
2016-04-25;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-25;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-25;Lundi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-25;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-25;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-25;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-04-26;Mardi;Soir;Résident ;Ville de Belfort;6368
2016-04-26;Mardi;Soir;Résident ;Agglomeration de Belfort;1883
2016-04-26;Mardi;Soir;Résident ;Agglomeration de Montbeliard;88
2016-04-26;Mardi;Soir;Résident ;Agglomeration de Hericourt;88
2016-04-26;Mardi;Soir;Résident ;Reste Territoire de Belfort;1114
2016-04-26;Mardi;Soir;Résident ;Reste Haute Saone;88
2016-04-26;Mardi;Soir;Résident ;Haut Rhin Sud;29
2016-04-26;Mardi;Soir;Touriste Français;Ville de Belfort;1005
2016-04-26;Mardi;Soir;Touriste Français;Agglomeration de Belfort;126
2016-04-26;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;382
2016-04-26;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;166
2016-04-26;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;67
2016-04-26;Mardi;Soir;Touriste Français;Reste Haute Saone;187
2016-04-26;Mardi;Soir;Touriste Français;Reste Doubs;142
2016-04-26;Mardi;Soir;Touriste Français;Haut Rhin Sud;198
2016-04-26;Mardi;Soir;Touriste Français;Haut Rhin Nord;24
2016-04-26;Mardi;Soir;Touriste Français;Vosges;31
2016-04-26;Mardi;Soir;Touriste Etranger;Ville de Belfort;308
2016-04-26;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;34
2016-04-26;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-26;Mardi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-26;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-26;Mardi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-26;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-26;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-26;Mardi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-04-27;Mercredi;Soir;Résident ;Ville de Belfort;6247
2016-04-27;Mercredi;Soir;Résident ;Agglomeration de Belfort;1924
2016-04-27;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;69
2016-04-27;Mercredi;Soir;Résident ;Agglomeration de Hericourt;69
2016-04-27;Mercredi;Soir;Résident ;Reste Territoire de Belfort;1065
2016-04-27;Mercredi;Soir;Résident ;Reste Haute Saone;29
2016-04-27;Mercredi;Soir;Résident ;Reste Doubs;#
2016-04-27;Mercredi;Soir;Résident ;Haut Rhin Sud;#
2016-04-27;Mercredi;Soir;Résident ;Haut Rhin Nord;#
2016-04-27;Mercredi;Soir;Touriste Français;Ville de Belfort;1179
2016-04-27;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;123
2016-04-27;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;362
2016-04-27;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;153
2016-04-27;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;34
2016-04-27;Mercredi;Soir;Touriste Français;Reste Haute Saone;162
2016-04-27;Mercredi;Soir;Touriste Français;Reste Doubs;182
2016-04-27;Mercredi;Soir;Touriste Français;Haut Rhin Sud;129
2016-04-27;Mercredi;Soir;Touriste Français;Haut Rhin Nord;72
2016-04-27;Mercredi;Soir;Touriste Français;Vosges;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Ville de Belfort;250
2016-04-27;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;33
2016-04-27;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Vosges;#
2016-04-28;Jeudi;Soir;Résident ;Ville de Belfort;6699
2016-04-28;Jeudi;Soir;Résident ;Agglomeration de Belfort;2243
2016-04-28;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;138
2016-04-28;Jeudi;Soir;Résident ;Agglomeration de Hericourt;79
2016-04-28;Jeudi;Soir;Résident ;Reste Territoire de Belfort;1096
2016-04-28;Jeudi;Soir;Résident ;Reste Haute Saone;39
2016-04-28;Jeudi;Soir;Résident ;Haut Rhin Sud;#
2016-04-28;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-04-28;Jeudi;Soir;Touriste Français;Ville de Belfort;1157
2016-04-28;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;243
2016-04-28;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;427
2016-04-28;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;242
2016-04-28;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;87
2016-04-28;Jeudi;Soir;Touriste Français;Reste Haute Saone;171
2016-04-28;Jeudi;Soir;Touriste Français;Reste Doubs;227
2016-04-28;Jeudi;Soir;Touriste Français;Haut Rhin Sud;193
2016-04-28;Jeudi;Soir;Touriste Français;Haut Rhin Nord;46
2016-04-28;Jeudi;Soir;Touriste Français;Vosges;36
2016-04-28;Jeudi;Soir;Touriste Etranger;Ville de Belfort;247
2016-04-28;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;30
2016-04-28;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;21
2016-04-28;Jeudi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-04-29;Vendredi;Soir;Résident ;Ville de Belfort;6697
2016-04-29;Vendredi;Soir;Résident ;Agglomeration de Belfort;2176
2016-04-29;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;118
2016-04-29;Vendredi;Soir;Résident ;Agglomeration de Hericourt;59
2016-04-29;Vendredi;Soir;Résident ;Reste Territoire de Belfort;1167
2016-04-29;Vendredi;Soir;Résident ;Reste Haute Saone;59
2016-04-29;Vendredi;Soir;Résident ;Reste Doubs;#
2016-04-29;Vendredi;Soir;Résident ;Haut Rhin Sud;39
2016-04-29;Vendredi;Soir;Résident ;Haut Rhin Nord;29
2016-04-29;Vendredi;Soir;Résident ;Vosges;#
2016-04-29;Vendredi;Soir;Touriste Français;Ville de Belfort;1062
2016-04-29;Vendredi;Soir;Touriste Français;Agglomeration de Belfort;182
2016-04-29;Vendredi;Soir;Touriste Français;Agglomeration de Montbeliard;481
2016-04-29;Vendredi;Soir;Touriste Français;Agglomeration de Hericourt;229
2016-04-29;Vendredi;Soir;Touriste Français;Reste Territoire de Belfort;57
2016-04-29;Vendredi;Soir;Touriste Français;Reste Haute Saone;197
2016-04-29;Vendredi;Soir;Touriste Français;Reste Doubs;224
2016-04-29;Vendredi;Soir;Touriste Français;Haut Rhin Sud;171
2016-04-29;Vendredi;Soir;Touriste Français;Haut Rhin Nord;62
2016-04-29;Vendredi;Soir;Touriste Français;Vosges;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Ville de Belfort;303
2016-04-29;Vendredi;Soir;Touriste Etranger;Agglomeration de Belfort;55
2016-04-29;Vendredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;43
2016-04-29;Vendredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-30;Samedi;Soir;Résident ;Ville de Belfort;5645
2016-04-30;Samedi;Soir;Résident ;Agglomeration de Belfort;1337
2016-04-30;Samedi;Soir;Résident ;Agglomeration de Montbeliard;49
2016-04-30;Samedi;Soir;Résident ;Agglomeration de Hericourt;69
2016-04-30;Samedi;Soir;Résident ;Reste Territoire de Belfort;633
2016-04-30;Samedi;Soir;Résident ;Reste Haute Saone;59
2016-04-30;Samedi;Soir;Résident ;Reste Doubs;39
2016-04-30;Samedi;Soir;Résident ;Haut Rhin Sud;29
2016-04-30;Samedi;Soir;Résident ;Haut Rhin Nord;#
2016-04-30;Samedi;Soir;Résident ;Vosges;#
2016-04-30;Samedi;Soir;Touriste Français;Ville de Belfort;967
2016-04-30;Samedi;Soir;Touriste Français;Agglomeration de Belfort;194
2016-04-30;Samedi;Soir;Touriste Français;Agglomeration de Montbeliard;309
2016-04-30;Samedi;Soir;Touriste Français;Agglomeration de Hericourt;130
2016-04-30;Samedi;Soir;Touriste Français;Reste Territoire de Belfort;104
2016-04-30;Samedi;Soir;Touriste Français;Reste Haute Saone;187
2016-04-30;Samedi;Soir;Touriste Français;Reste Doubs;164
2016-04-30;Samedi;Soir;Touriste Français;Haut Rhin Sud;126
2016-04-30;Samedi;Soir;Touriste Français;Haut Rhin Nord;44
2016-04-30;Samedi;Soir;Touriste Français;Vosges;#
2016-04-30;Samedi;Soir;Touriste Etranger;Ville de Belfort;371
2016-04-30;Samedi;Soir;Touriste Etranger;Agglomeration de Belfort;56
2016-04-30;Samedi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-30;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-30;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-30;Samedi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-30;Samedi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-30;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-01;Dimanche;Soir;Résident ;Ville de Belfort;5344
2016-05-01;Dimanche;Soir;Résident ;Agglomeration de Belfort;555
2016-05-01;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;29
2016-05-01;Dimanche;Soir;Résident ;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Soir;Résident ;Reste Territoire de Belfort;257
2016-05-01;Dimanche;Soir;Résident ;Reste Doubs;#
2016-05-01;Dimanche;Soir;Touriste Français;Ville de Belfort;813
2016-05-01;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;68
2016-05-01;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;135
2016-05-01;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;56
2016-05-01;Dimanche;Soir;Touriste Français;Reste Haute Saone;46
2016-05-01;Dimanche;Soir;Touriste Français;Reste Doubs;102
2016-05-01;Dimanche;Soir;Touriste Français;Haut Rhin Sud;120
2016-05-01;Dimanche;Soir;Touriste Français;Haut Rhin Nord;66
2016-05-01;Dimanche;Soir;Touriste Français;Vosges;55
2016-05-01;Dimanche;Soir;Touriste Etranger;Ville de Belfort;248
2016-05-01;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-02;Lundi;Soir;Résident ;Ville de Belfort;6849
2016-05-02;Lundi;Soir;Résident ;Agglomeration de Belfort;1895
2016-05-02;Lundi;Soir;Résident ;Agglomeration de Montbeliard;148
2016-05-02;Lundi;Soir;Résident ;Agglomeration de Hericourt;59
2016-05-02;Lundi;Soir;Résident ;Reste Territoire de Belfort;813
2016-05-02;Lundi;Soir;Résident ;Reste Haute Saone;59
2016-05-02;Lundi;Soir;Résident ;Reste Doubs;#
2016-05-02;Lundi;Soir;Résident ;Haut Rhin Sud;39
2016-05-02;Lundi;Soir;Touriste Français;Ville de Belfort;1002
2016-05-02;Lundi;Soir;Touriste Français;Agglomeration de Belfort;182
2016-05-02;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;328
2016-05-02;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;162
2016-05-02;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;45
2016-05-02;Lundi;Soir;Touriste Français;Reste Haute Saone;155
2016-05-02;Lundi;Soir;Touriste Français;Reste Doubs;202
2016-05-02;Lundi;Soir;Touriste Français;Haut Rhin Sud;114
2016-05-02;Lundi;Soir;Touriste Français;Haut Rhin Nord;#
2016-05-02;Lundi;Soir;Touriste Français;Vosges;#
2016-05-02;Lundi;Soir;Touriste Etranger;Ville de Belfort;268
2016-05-02;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-05-02;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-02;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-02;Lundi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-02;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-02;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-02;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-03;Mardi;Soir;Résident ;Ville de Belfort;6340
2016-05-03;Mardi;Soir;Résident ;Agglomeration de Belfort;2086
2016-05-03;Mardi;Soir;Résident ;Agglomeration de Montbeliard;99
2016-05-03;Mardi;Soir;Résident ;Agglomeration de Hericourt;79
2016-05-03;Mardi;Soir;Résident ;Reste Territoire de Belfort;1122
2016-05-03;Mardi;Soir;Résident ;Reste Haute Saone;49
2016-05-03;Mardi;Soir;Résident ;Reste Doubs;#
2016-05-03;Mardi;Soir;Résident ;Haut Rhin Sud;29
2016-05-03;Mardi;Soir;Résident ;Haut Rhin Nord;#
2016-05-03;Mardi;Soir;Touriste Français;Ville de Belfort;1142
2016-05-03;Mardi;Soir;Touriste Français;Agglomeration de Belfort;191
2016-05-03;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;403
2016-05-03;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;197
2016-05-03;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;55
2016-05-03;Mardi;Soir;Touriste Français;Reste Haute Saone;179
2016-05-03;Mardi;Soir;Touriste Français;Reste Doubs;229
2016-05-03;Mardi;Soir;Touriste Français;Haut Rhin Sud;182
2016-05-03;Mardi;Soir;Touriste Français;Haut Rhin Nord;46
2016-05-03;Mardi;Soir;Touriste Français;Vosges;#
2016-05-03;Mardi;Soir;Touriste Etranger;Ville de Belfort;196
2016-05-03;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;42
2016-05-03;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-03;Mardi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-03;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-03;Mardi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-03;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-03;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-03;Mardi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-04;Mercredi;Soir;Résident ;Ville de Belfort;5680
2016-05-04;Mercredi;Soir;Résident ;Agglomeration de Belfort;1910
2016-05-04;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;169
2016-05-04;Mercredi;Soir;Résident ;Agglomeration de Hericourt;69
2016-05-04;Mercredi;Soir;Résident ;Reste Territoire de Belfort;965
2016-05-04;Mercredi;Soir;Résident ;Reste Haute Saone;39
2016-05-04;Mercredi;Soir;Résident ;Reste Doubs;#
2016-05-04;Mercredi;Soir;Résident ;Haut Rhin Sud;39
2016-05-04;Mercredi;Soir;Résident ;Haut Rhin Nord;#
2016-05-04;Mercredi;Soir;Résident ;Vosges;#
2016-05-04;Mercredi;Soir;Touriste Français;Ville de Belfort;807
2016-05-04;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;125
2016-05-04;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;413
2016-05-04;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;185
2016-05-04;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;68
2016-05-04;Mercredi;Soir;Touriste Français;Reste Haute Saone;198
2016-05-04;Mercredi;Soir;Touriste Français;Reste Doubs;229
2016-05-04;Mercredi;Soir;Touriste Français;Haut Rhin Sud;143
2016-05-04;Mercredi;Soir;Touriste Français;Haut Rhin Nord;48
2016-05-04;Mercredi;Soir;Touriste Français;Vosges;34
2016-05-04;Mercredi;Soir;Touriste Etranger;Ville de Belfort;247
2016-05-04;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;34
2016-05-04;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Reste Doubs;28
2016-05-04;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-05;Jeudi;Soir;Résident ;Ville de Belfort;5398
2016-05-05;Jeudi;Soir;Résident ;Agglomeration de Belfort;1125
2016-05-05;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;79
2016-05-05;Jeudi;Soir;Résident ;Agglomeration de Hericourt;29
2016-05-05;Jeudi;Soir;Résident ;Reste Territoire de Belfort;418
2016-05-05;Jeudi;Soir;Résident ;Reste Haute Saone;#
2016-05-05;Jeudi;Soir;Résident ;Reste Doubs;#
2016-05-05;Jeudi;Soir;Résident ;Haut Rhin Sud;39
2016-05-05;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-05-05;Jeudi;Soir;Résident ;Vosges;#
2016-05-05;Jeudi;Soir;Touriste Français;Ville de Belfort;1086
2016-05-05;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;127
2016-05-05;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;357
2016-05-05;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;99
2016-05-05;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;52
2016-05-05;Jeudi;Soir;Touriste Français;Reste Haute Saone;75
2016-05-05;Jeudi;Soir;Touriste Français;Reste Doubs;127
2016-05-05;Jeudi;Soir;Touriste Français;Haut Rhin Sud;212
2016-05-05;Jeudi;Soir;Touriste Français;Haut Rhin Nord;118
2016-05-05;Jeudi;Soir;Touriste Français;Vosges;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Ville de Belfort;394
2016-05-05;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;31
2016-05-05;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-05-06;Vendredi;Soir;Résident ;Ville de Belfort;6112
2016-05-06;Vendredi;Soir;Résident ;Agglomeration de Belfort;1784
2016-05-06;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;89
2016-05-06;Vendredi;Soir;Résident ;Agglomeration de Hericourt;49
2016-05-06;Vendredi;Soir;Résident ;Reste Territoire de Belfort;917
2016-05-06;Vendredi;Soir;Résident ;Reste Haute Saone;69
2016-05-06;Vendredi;Soir;Résident ;Reste Doubs;29
2016-05-06;Vendredi;Soir;Résident ;Haut Rhin Nord;#
2016-05-06;Vendredi;Soir;Touriste Français;Ville de Belfort;1030
2016-05-06;Vendredi;Soir;Touriste Français;Agglomeration de Belfort;265
2016-05-06;Vendredi;Soir;Touriste Français;Agglomeration de Montbeliard;460
2016-05-06;Vendredi;Soir;Touriste Français;Agglomeration de Hericourt;200
2016-05-06;Vendredi;Soir;Touriste Français;Reste Territoire de Belfort;120
