Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;1155
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;1086
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;5385
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;770
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;6306
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;01 jours;Periode normale;8605
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;02 jours;Periode normale;7007
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;03 jours;Periode normale;3461
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;04 jours;Periode normale;6034
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;05 jours;Periode normale;2867
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;06 jours;Periode normale;923
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;07 jours;Periode normale;5060
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;08 jours;Periode normale;8606
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;09 jours;Periode normale;9351
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;10 jours;Periode normale;6092
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;11 jours;Periode normale;4806
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;12 jours;Periode normale;5571
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;13 jours;Periode normale;4755
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;14 jours;Periode normale;9093
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;7398
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;3460
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;5264
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;6837
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;2649
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;432
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;5275
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;3211
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;6153
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;5976
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;7619
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;3961
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;7616
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;4128
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;01 jours;Periode normale;2523
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;02 jours;Periode normale;4848
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;03 jours;Periode normale;8310
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;04 jours;Periode normale;5491
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;05 jours;Periode normale;8699
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;06 jours;Periode normale;7979
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;07 jours;Periode normale;4716
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;08 jours;Periode normale;3616
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;09 jours;Periode normale;6730
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;10 jours;Periode normale;2695
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;11 jours;Periode normale;3609
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;12 jours;Periode normale;6138
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;13 jours;Periode normale;3378
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;14 jours;Periode normale;7903
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;01 jours;Periode normale;2073
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;02 jours;Periode normale;6923
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;03 jours;Periode normale;9070
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;04 jours;Periode normale;2151
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;05 jours;Periode normale;9044
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;06 jours;Periode normale;8286
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;07 jours;Periode normale;9420
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;08 jours;Periode normale;8026
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;09 jours;Periode normale;5865
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;10 jours;Periode normale;2992
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;11 jours;Periode normale;3788
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;12 jours;Periode normale;3464
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;13 jours;Periode normale;7922
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;14 jours;Periode normale;2357
2017-05-10;Mercredi;Zone FIMU;<18;Resident;01 jours;Periode normale;81
2017-05-10;Mercredi;Zone FIMU;<18;Resident;02 jours;Periode normale;5539
2017-05-10;Mercredi;Zone FIMU;<18;Resident;03 jours;Periode normale;2390
2017-05-10;Mercredi;Zone FIMU;<18;Resident;04 jours;Periode normale;9354
2017-05-10;Mercredi;Zone FIMU;<18;Resident;05 jours;Periode normale;7601
2017-05-10;Mercredi;Zone FIMU;<18;Resident;06 jours;Periode normale;788
2017-05-10;Mercredi;Zone FIMU;<18;Resident;07 jours;Periode normale;4220
2017-05-10;Mercredi;Zone FIMU;<18;Resident;08 jours;Periode normale;4670
2017-05-10;Mercredi;Zone FIMU;<18;Resident;09 jours;Periode normale;8782
2017-05-10;Mercredi;Zone FIMU;<18;Resident;10 jours;Periode normale;1324
2017-05-10;Mercredi;Zone FIMU;<18;Resident;11 jours;Periode normale;8891
2017-05-10;Mercredi;Zone FIMU;<18;Resident;12 jours;Periode normale;1645
2017-05-10;Mercredi;Zone FIMU;<18;Resident;13 jours;Periode normale;4013
2017-05-10;Mercredi;Zone FIMU;<18;Resident;14 jours;Periode normale;5190
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;01 jours;Periode normale;2004
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;02 jours;Periode normale;1844
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;03 jours;Periode normale;3161
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;04 jours;Periode normale;8150
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;05 jours;Periode normale;9565
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;06 jours;Periode normale;3719
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;07 jours;Periode normale;6700
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;08 jours;Periode normale;7723
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;09 jours;Periode normale;6824
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;10 jours;Periode normale;8912
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;11 jours;Periode normale;2104
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;12 jours;Periode normale;4812
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;13 jours;Periode normale;4631
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;14 jours;Periode normale;1580
2017-05-10;Mercredi;Zone FIMU;>65;Resident;01 jours;Periode normale;7748
2017-05-10;Mercredi;Zone FIMU;>65;Resident;02 jours;Periode normale;9112
2017-05-10;Mercredi;Zone FIMU;>65;Resident;03 jours;Periode normale;2139
2017-05-10;Mercredi;Zone FIMU;>65;Resident;04 jours;Periode normale;3043
2017-05-10;Mercredi;Zone FIMU;>65;Resident;05 jours;Periode normale;4617
2017-05-10;Mercredi;Zone FIMU;>65;Resident;06 jours;Periode normale;6232
2017-05-10;Mercredi;Zone FIMU;>65;Resident;07 jours;Periode normale;1820
2017-05-10;Mercredi;Zone FIMU;>65;Resident;08 jours;Periode normale;4035
2017-05-10;Mercredi;Zone FIMU;>65;Resident;09 jours;Periode normale;4760
2017-05-10;Mercredi;Zone FIMU;>65;Resident;10 jours;Periode normale;6935
2017-05-10;Mercredi;Zone FIMU;>65;Resident;11 jours;Periode normale;1285
2017-05-10;Mercredi;Zone FIMU;>65;Resident;12 jours;Periode normale;584
2017-05-10;Mercredi;Zone FIMU;>65;Resident;13 jours;Periode normale;3183
2017-05-10;Mercredi;Zone FIMU;>65;Resident;14 jours;Periode normale;8683
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;01 jours;Periode normale;2906
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;02 jours;Periode normale;8556
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;03 jours;Periode normale;4069
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;04 jours;Periode normale;9788
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;05 jours;Periode normale;8172
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;06 jours;Periode normale;4817
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;07 jours;Periode normale;5579
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;08 jours;Periode normale;7013
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;09 jours;Periode normale;2277
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;10 jours;Periode normale;5356
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;11 jours;Periode normale;3330
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;12 jours;Periode normale;8791
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;13 jours;Periode normale;6825
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;14 jours;Periode normale;1347
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;01 jours;Periode normale;6364
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;02 jours;Periode normale;5423
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;03 jours;Periode normale;8338
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;04 jours;Periode normale;7358
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;05 jours;Periode normale;7485
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;06 jours;Periode normale;4940
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;07 jours;Periode normale;6893
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;08 jours;Periode normale;8764
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;09 jours;Periode normale;7381
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;10 jours;Periode normale;525
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;11 jours;Periode normale;585
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;12 jours;Periode normale;9508
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;13 jours;Periode normale;742
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;14 jours;Periode normale;7768
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;1928
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;7129
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;472
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;9650
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;5231
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;5772
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;459
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;1366
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;5965
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;7204
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;6411
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;2993
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;2335
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;9783
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;01 jours;Periode normale;1329
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;02 jours;Periode normale;3556
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;03 jours;Periode normale;5178
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;04 jours;Periode normale;2178
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;05 jours;Periode normale;1261
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;06 jours;Periode normale;6274
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;07 jours;Periode normale;5531
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;08 jours;Periode normale;9271
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;09 jours;Periode normale;1451
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;10 jours;Periode normale;1347
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;11 jours;Periode normale;4154
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;12 jours;Periode normale;4173
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;13 jours;Periode normale;7615
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;14 jours;Periode normale;8732
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;7308
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;4335
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;5685
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;8095
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;8005
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;9890
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;3136
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;7496
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;6467
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;5271
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;2315
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;6236
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;3806
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;9546
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;01 jours;Periode normale;7572
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;02 jours;Periode normale;2826
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;03 jours;Periode normale;2389
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;04 jours;Periode normale;6709
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;05 jours;Periode normale;808
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;06 jours;Periode normale;9475
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;07 jours;Periode normale;8901
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;08 jours;Periode normale;381
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;09 jours;Periode normale;4362
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;10 jours;Periode normale;6503
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;11 jours;Periode normale;1021
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;12 jours;Periode normale;7692
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;13 jours;Periode normale;1812
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;14 jours;Periode normale;7459
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;4626
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;321
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;977
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;786
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;1892
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;4575
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;9722
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;6847
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;9935
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;7762
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;4049
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;7819
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;210
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;121
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;01 jours;Periode normale;6182
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;02 jours;Periode normale;1055
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;03 jours;Periode normale;9849
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;04 jours;Periode normale;432
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;05 jours;Periode normale;8817
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;06 jours;Periode normale;974
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;07 jours;Periode normale;6513
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;08 jours;Periode normale;4808
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;09 jours;Periode normale;9927
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;10 jours;Periode normale;1478
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;11 jours;Periode normale;809
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;12 jours;Periode normale;910
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;13 jours;Periode normale;1367
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;14 jours;Periode normale;6067
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;506
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;2811
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;4787
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;4945
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;37
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;966
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;8509
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;1917
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;2542
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;5082
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;1359
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;8617
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;2348
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;4507
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;01 jours;Periode normale;4443
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;02 jours;Periode normale;2252
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;03 jours;Periode normale;9071
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;04 jours;Periode normale;661
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;05 jours;Periode normale;8784
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;06 jours;Periode normale;612
