Date;JourDeLaSemaine;TypeNuitee;ZoneNuitee;ZoneAnalyse;CategorieVisiteurs;TypeDeJour;Volume
2017-05-16;Mardi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;9886
2017-05-16;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;9277
2017-05-16;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;3261
2017-05-16;Mardi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;1641
2017-05-17;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1056
2017-05-17;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-17;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;814
2017-05-17;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;8832
2017-05-17;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;2290
2017-05-17;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;2156
2017-05-17;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;8773
2017-05-17;Mercredi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;3016
2017-05-17;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;8927
2017-05-17;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;7114
2017-05-17;Mercredi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-17;Mercredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;2104
2017-05-17;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;4686
2017-05-17;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;4996
2017-05-17;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1360
2017-05-17;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;4874
2017-05-17;Mercredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;2092
2017-05-17;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;9208
2017-05-17;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1025
2017-05-17;Mercredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-18;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;6526
2017-05-18;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;653
2017-05-18;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;9835
2017-05-18;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;8024
2017-05-18;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;1666
2017-05-18;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;9244
2017-05-18;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;6292
2017-05-18;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;2065
2017-05-18;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;7261
2017-05-18;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;6241
2017-05-18;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;9353
2017-05-18;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;3314
2017-05-18;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;5750
2017-05-18;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;2732
2017-05-18;Jeudi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;236
2017-05-18;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;9457
2017-05-18;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;8300
2017-05-18;Jeudi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-19;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;7958
2017-05-19;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;7663
2017-05-19;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;2916
2017-05-19;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;304
2017-05-19;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;7835
2017-05-19;Vendredi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-19;Vendredi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;1673
2017-05-19;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;5322
2017-05-19;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;8634
2017-05-19;Vendredi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-19;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;3271
2017-05-19;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;1366
2017-05-19;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;3585
2017-05-19;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;2752
2017-05-19;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;882
2017-05-19;Vendredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;8306
2017-05-19;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;8618
2017-05-19;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1191
2017-05-19;Vendredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;5726
2017-05-20;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;6969
2017-05-20;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;6680
2017-05-20;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;1627
2017-05-20;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;1959
2017-05-20;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;#
2017-05-20;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;1478
2017-05-20;Samedi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;#
2017-05-20;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-20;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;8479
2017-05-20;Samedi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;4879
2017-05-20;Samedi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;1593
2017-05-20;Samedi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;528
2017-05-20;Samedi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;2802
2017-05-20;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;9898
2017-05-20;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;8759
2017-05-20;Samedi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;3945
2017-05-20;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;7518
2017-05-20;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1758
2017-05-20;Samedi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-21;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;5049
2017-05-21;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;7108
2017-05-21;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;9737
2017-05-21;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;#
2017-05-21;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;5872
2017-05-21;Dimanche;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;#
2017-05-21;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;2762
2017-05-21;Dimanche;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;4244
2017-05-21;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;#
2017-05-21;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;9359
2017-05-21;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1070
2017-05-21;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;9123
2017-05-21;Dimanche;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;3006
2017-05-21;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;1035
2017-05-21;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;7018
2017-05-21;Dimanche;Soir;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;9251
2017-05-22;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;8481
2017-05-22;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;9526
2017-05-22;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;6640
2017-05-22;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;9425
2017-05-22;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;7832
2017-05-22;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;7914
2017-05-22;Lundi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;#
2017-05-22;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;4272
2017-05-22;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;6056
2017-05-22;Lundi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;9009
2017-05-22;Lundi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;4960
2017-05-22;Lundi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;5904
2017-05-22;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;8307
2017-05-22;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;7674
2017-05-22;Lundi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;2061
2017-05-22;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;4207
2017-05-22;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2786
2017-05-22;Lundi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-23;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;75
2017-05-23;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;1093
2017-05-23;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;1470
2017-05-23;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;9179
2017-05-23;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;1956
2017-05-23;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;9385
2017-05-23;Mardi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;2788
2017-05-23;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;6772
2017-05-23;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;3881
2017-05-23;Mardi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-23;Mardi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;6131
2017-05-23;Mardi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;2698
