Date;JourDeLaSemaine;ZoneAnalyse;Nationalite;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;9974
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;756
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;3142
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;7475
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;6468
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;8324
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;2013
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;6403
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1917
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;8205
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;9146
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;8954
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;1424
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;6972
2017-05-11;Jeudi;Zone FIMU;Français;Resident;01 jours;Periode normale;8199
2017-05-11;Jeudi;Zone FIMU;Français;Resident;02 jours;Periode normale;5945
2017-05-11;Jeudi;Zone FIMU;Français;Resident;03 jours;Periode normale;1223
2017-05-11;Jeudi;Zone FIMU;Français;Resident;04 jours;Periode normale;3153
2017-05-11;Jeudi;Zone FIMU;Français;Resident;05 jours;Periode normale;3223
2017-05-11;Jeudi;Zone FIMU;Français;Resident;06 jours;Periode normale;1494
2017-05-11;Jeudi;Zone FIMU;Français;Resident;07 jours;Periode normale;7941
2017-05-11;Jeudi;Zone FIMU;Français;Resident;08 jours;Periode normale;5501
2017-05-11;Jeudi;Zone FIMU;Français;Resident;09 jours;Periode normale;9562
2017-05-11;Jeudi;Zone FIMU;Français;Resident;10 jours;Periode normale;5697
2017-05-11;Jeudi;Zone FIMU;Français;Resident;11 jours;Periode normale;1265
2017-05-11;Jeudi;Zone FIMU;Français;Resident;12 jours;Periode normale;4704
2017-05-11;Jeudi;Zone FIMU;Français;Resident;13 jours;Periode normale;1792
2017-05-11;Jeudi;Zone FIMU;Français;Resident;14 jours;Periode normale;2452
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;2188
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;9936
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;1402
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;4355
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;1275
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;482
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;1539
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;8346
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;9526
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;156
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;3557
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;5789
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;5931
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;1727
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;9923
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;5358
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;3605
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;4254
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;673
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;5471
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;5101
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;8289
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;975
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;4218
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;4759
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;4254
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;2023
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;1851
2017-05-12;Vendredi;Zone FIMU;Français;Resident;01 jours;Periode normale;5299
2017-05-12;Vendredi;Zone FIMU;Français;Resident;02 jours;Periode normale;9139
2017-05-12;Vendredi;Zone FIMU;Français;Resident;03 jours;Periode normale;3684
2017-05-12;Vendredi;Zone FIMU;Français;Resident;04 jours;Periode normale;654
2017-05-12;Vendredi;Zone FIMU;Français;Resident;05 jours;Periode normale;1098
2017-05-12;Vendredi;Zone FIMU;Français;Resident;06 jours;Periode normale;7618
2017-05-12;Vendredi;Zone FIMU;Français;Resident;07 jours;Periode normale;2744
2017-05-12;Vendredi;Zone FIMU;Français;Resident;08 jours;Periode normale;328
2017-05-12;Vendredi;Zone FIMU;Français;Resident;09 jours;Periode normale;1868
2017-05-12;Vendredi;Zone FIMU;Français;Resident;10 jours;Periode normale;4578
2017-05-12;Vendredi;Zone FIMU;Français;Resident;11 jours;Periode normale;8496
2017-05-12;Vendredi;Zone FIMU;Français;Resident;12 jours;Periode normale;5555
2017-05-12;Vendredi;Zone FIMU;Français;Resident;13 jours;Periode normale;5108
2017-05-12;Vendredi;Zone FIMU;Français;Resident;14 jours;Periode normale;4739
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;9383
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;1185
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;3011
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;1013
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;9633
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;4817
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;4042
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;5824
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;2344
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;1353
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;8562
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;2591
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;5906
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;4235
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;7095
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;9607
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;9509
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;2248
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;2000
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;4183
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;7129
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;5808
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;3661
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;5627
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;9513
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;7968
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;7865
2017-05-13;Samedi;Zone FIMU;Français;Resident;02 jours;Periode normale;7166
2017-05-13;Samedi;Zone FIMU;Français;Resident;03 jours;Periode normale;5670
2017-05-13;Samedi;Zone FIMU;Français;Resident;04 jours;Periode normale;7836
2017-05-13;Samedi;Zone FIMU;Français;Resident;05 jours;Periode normale;8245
2017-05-13;Samedi;Zone FIMU;Français;Resident;06 jours;Periode normale;7119
2017-05-13;Samedi;Zone FIMU;Français;Resident;07 jours;Periode normale;4469
2017-05-13;Samedi;Zone FIMU;Français;Resident;08 jours;Periode normale;9525
2017-05-13;Samedi;Zone FIMU;Français;Resident;09 jours;Periode normale;748
2017-05-13;Samedi;Zone FIMU;Français;Resident;10 jours;Periode normale;6097
2017-05-13;Samedi;Zone FIMU;Français;Resident;11 jours;Periode normale;6852
2017-05-13;Samedi;Zone FIMU;Français;Resident;12 jours;Periode normale;8735
2017-05-13;Samedi;Zone FIMU;Français;Resident;13 jours;Periode normale;2523
2017-05-13;Samedi;Zone FIMU;Français;Resident;14 jours;Periode normale;128
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;6295
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;2423
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;8237
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;9118
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;3430
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;5870
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;611
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;4091
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;9992
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;5659
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;5434
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;860
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;4866
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;2347
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;3970
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;5755
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;8364
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;5451
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;7754
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;9709
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1263
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;232
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;9425
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1710
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;6203
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;2676
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;998
2017-05-14;Dimanche;Zone FIMU;Français;Resident;01 jours;Periode normale;2588
2017-05-14;Dimanche;Zone FIMU;Français;Resident;02 jours;Periode normale;1641
2017-05-14;Dimanche;Zone FIMU;Français;Resident;03 jours;Periode normale;200
2017-05-14;Dimanche;Zone FIMU;Français;Resident;04 jours;Periode normale;6307
2017-05-14;Dimanche;Zone FIMU;Français;Resident;05 jours;Periode normale;7154
2017-05-14;Dimanche;Zone FIMU;Français;Resident;06 jours;Periode normale;7060
2017-05-14;Dimanche;Zone FIMU;Français;Resident;07 jours;Periode normale;5040
2017-05-14;Dimanche;Zone FIMU;Français;Resident;08 jours;Periode normale;4048
2017-05-14;Dimanche;Zone FIMU;Français;Resident;09 jours;Periode normale;6815
2017-05-14;Dimanche;Zone FIMU;Français;Resident;10 jours;Periode normale;1051
2017-05-14;Dimanche;Zone FIMU;Français;Resident;11 jours;Periode normale;6821
2017-05-14;Dimanche;Zone FIMU;Français;Resident;12 jours;Periode normale;1256
2017-05-14;Dimanche;Zone FIMU;Français;Resident;13 jours;Periode normale;9572
2017-05-14;Dimanche;Zone FIMU;Français;Resident;14 jours;Periode normale;5234
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;3723
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;8315
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;1061
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;352
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;8011
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;3895
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;2724
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;1211
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;5181
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;4464
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;2479
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;8367
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;4477
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;1555
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;1764
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;1034
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;5679
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;2110
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;610
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;7991
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;8870
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1987
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;5498
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;7258
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;3438
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;3194
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;244
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;957
2017-05-15;Lundi;Zone FIMU;Français;Resident;01 jours;Periode normale;1648
2017-05-15;Lundi;Zone FIMU;Français;Resident;02 jours;Periode normale;7382
2017-05-15;Lundi;Zone FIMU;Français;Resident;03 jours;Periode normale;6373
2017-05-15;Lundi;Zone FIMU;Français;Resident;04 jours;Periode normale;9546
2017-05-15;Lundi;Zone FIMU;Français;Resident;05 jours;Periode normale;518
2017-05-15;Lundi;Zone FIMU;Français;Resident;06 jours;Periode normale;1089
2017-05-15;Lundi;Zone FIMU;Français;Resident;07 jours;Periode normale;6398
2017-05-15;Lundi;Zone FIMU;Français;Resident;08 jours;Periode normale;5200
2017-05-15;Lundi;Zone FIMU;Français;Resident;09 jours;Periode normale;8184
2017-05-15;Lundi;Zone FIMU;Français;Resident;10 jours;Periode normale;6317
2017-05-15;Lundi;Zone FIMU;Français;Resident;11 jours;Periode normale;8138
2017-05-15;Lundi;Zone FIMU;Français;Resident;12 jours;Periode normale;7467
2017-05-15;Lundi;Zone FIMU;Français;Resident;13 jours;Periode normale;7831
2017-05-15;Lundi;Zone FIMU;Français;Resident;14 jours;Periode normale;9458
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;3195
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;9889
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;9623
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;9976
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;4587
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;4283
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;65
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;5321
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;2186
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;8293
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;1641
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;6257
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;8307
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;5299
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;9783
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;3053
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;8420
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;3390
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;6445
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;6184
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;172
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;3228
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;5083
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1198
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;4421
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;4065
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;9039
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;3681
2017-05-16;Mardi;Zone FIMU;Français;Resident;01 jours;Periode normale;5013
2017-05-16;Mardi;Zone FIMU;Français;Resident;02 jours;Periode normale;392
2017-05-16;Mardi;Zone FIMU;Français;Resident;03 jours;Periode normale;1892
2017-05-16;Mardi;Zone FIMU;Français;Resident;04 jours;Periode normale;1967
2017-05-16;Mardi;Zone FIMU;Français;Resident;05 jours;Periode normale;2114
2017-05-16;Mardi;Zone FIMU;Français;Resident;06 jours;Periode normale;6976
2017-05-16;Mardi;Zone FIMU;Français;Resident;07 jours;Periode normale;7245
2017-05-16;Mardi;Zone FIMU;Français;Resident;08 jours;Periode normale;3503
2017-05-16;Mardi;Zone FIMU;Français;Resident;09 jours;Periode normale;227
2017-05-16;Mardi;Zone FIMU;Français;Resident;10 jours;Periode normale;9796
2017-05-16;Mardi;Zone FIMU;Français;Resident;11 jours;Periode normale;3324
2017-05-16;Mardi;Zone FIMU;Français;Resident;12 jours;Periode normale;7232
2017-05-16;Mardi;Zone FIMU;Français;Resident;13 jours;Periode normale;719
2017-05-16;Mardi;Zone FIMU;Français;Resident;14 jours;Periode normale;9977
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;9365
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;266
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;9749
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;9942
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;4315
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;3053
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;2095
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;9277
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;9332
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;7769
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;8125
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;3002
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;7053
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;5309
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;3916
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;6419
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;9466
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;5621
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;8306
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;467
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;2537
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;2403
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;9515
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;2011
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;736
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;224
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;265
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;4816
2017-05-17;Mercredi;Zone FIMU;Français;Resident;01 jours;Periode normale;1167
2017-05-17;Mercredi;Zone FIMU;Français;Resident;02 jours;Periode normale;6721
