Date;JourDeLaSemaine;ZoneAnalyse;Genre;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-10;Mercredi;Zone FIMU;H;Resident;02 jours;Periode normale;5995
2017-05-10;Mercredi;Zone FIMU;H;Resident;03 jours;Periode normale;7617
2017-05-10;Mercredi;Zone FIMU;H;Resident;04 jours;Periode normale;3269
2017-05-10;Mercredi;Zone FIMU;H;Resident;05 jours;Periode normale;8471
2017-05-10;Mercredi;Zone FIMU;H;Resident;06 jours;Periode normale;758
2017-05-10;Mercredi;Zone FIMU;H;Resident;07 jours;Periode normale;7757
2017-05-10;Mercredi;Zone FIMU;H;Resident;08 jours;Periode normale;4663
2017-05-10;Mercredi;Zone FIMU;H;Resident;09 jours;Periode normale;3415
2017-05-10;Mercredi;Zone FIMU;H;Resident;10 jours;Periode normale;5210
2017-05-10;Mercredi;Zone FIMU;H;Resident;11 jours;Periode normale;8131
2017-05-10;Mercredi;Zone FIMU;H;Resident;12 jours;Periode normale;9593
2017-05-10;Mercredi;Zone FIMU;H;Resident;13 jours;Periode normale;9140
2017-05-10;Mercredi;Zone FIMU;H;Resident;14 jours;Periode normale;8927
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;4403
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;5781
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;1899
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;9775
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;2807
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;8621
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;5686
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;3392
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;7366
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;4624
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;9537
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;9389
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;7237
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;9291
2017-05-10;Mercredi;Zone FIMU;NR;Resident;01 jours;Periode normale;1931
2017-05-10;Mercredi;Zone FIMU;NR;Resident;02 jours;Periode normale;1777
2017-05-10;Mercredi;Zone FIMU;NR;Resident;03 jours;Periode normale;7893
2017-05-10;Mercredi;Zone FIMU;NR;Resident;04 jours;Periode normale;8824
2017-05-10;Mercredi;Zone FIMU;NR;Resident;05 jours;Periode normale;6403
2017-05-10;Mercredi;Zone FIMU;NR;Resident;06 jours;Periode normale;862
2017-05-10;Mercredi;Zone FIMU;NR;Resident;07 jours;Periode normale;9394
2017-05-10;Mercredi;Zone FIMU;NR;Resident;08 jours;Periode normale;4856
2017-05-10;Mercredi;Zone FIMU;NR;Resident;09 jours;Periode normale;3929
2017-05-10;Mercredi;Zone FIMU;NR;Resident;10 jours;Periode normale;2748
2017-05-10;Mercredi;Zone FIMU;NR;Resident;11 jours;Periode normale;719
2017-05-10;Mercredi;Zone FIMU;NR;Resident;12 jours;Periode normale;6289
2017-05-10;Mercredi;Zone FIMU;NR;Resident;13 jours;Periode normale;339
2017-05-10;Mercredi;Zone FIMU;NR;Resident;14 jours;Periode normale;4907
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;5896
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;3213
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;475
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;4271
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;9568
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;6983
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;9756
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;8408
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;8260
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;4965
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;841
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;8390
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;6388
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;4139
2017-05-11;Jeudi;Zone FIMU;F;Resident;01 jours;Periode normale;244
2017-05-11;Jeudi;Zone FIMU;F;Resident;02 jours;Periode normale;5710
2017-05-11;Jeudi;Zone FIMU;F;Resident;03 jours;Periode normale;8400
2017-05-11;Jeudi;Zone FIMU;F;Resident;04 jours;Periode normale;1497
2017-05-11;Jeudi;Zone FIMU;F;Resident;05 jours;Periode normale;6149
2017-05-11;Jeudi;Zone FIMU;F;Resident;06 jours;Periode normale;854
2017-05-11;Jeudi;Zone FIMU;F;Resident;07 jours;Periode normale;8797
2017-05-11;Jeudi;Zone FIMU;F;Resident;08 jours;Periode normale;6478
2017-05-11;Jeudi;Zone FIMU;F;Resident;09 jours;Periode normale;7667
2017-05-11;Jeudi;Zone FIMU;F;Resident;10 jours;Periode normale;5282
2017-05-11;Jeudi;Zone FIMU;F;Resident;11 jours;Periode normale;3901
2017-05-11;Jeudi;Zone FIMU;F;Resident;12 jours;Periode normale;2276
2017-05-11;Jeudi;Zone FIMU;F;Resident;13 jours;Periode normale;5950
2017-05-11;Jeudi;Zone FIMU;F;Resident;14 jours;Periode normale;5196
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;863
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;5477
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;2431
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;6350
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;3022
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;2727
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;1419
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;1772
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;7345
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;6822
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;2214
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;7564
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;8471
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;9681
2017-05-11;Jeudi;Zone FIMU;H;Resident;01 jours;Periode normale;9229
2017-05-11;Jeudi;Zone FIMU;H;Resident;02 jours;Periode normale;8619
2017-05-11;Jeudi;Zone FIMU;H;Resident;03 jours;Periode normale;2724
2017-05-11;Jeudi;Zone FIMU;H;Resident;04 jours;Periode normale;5537
2017-05-11;Jeudi;Zone FIMU;H;Resident;05 jours;Periode normale;6787
2017-05-11;Jeudi;Zone FIMU;H;Resident;06 jours;Periode normale;473
2017-05-11;Jeudi;Zone FIMU;H;Resident;07 jours;Periode normale;3427
2017-05-11;Jeudi;Zone FIMU;H;Resident;08 jours;Periode normale;1199
2017-05-11;Jeudi;Zone FIMU;H;Resident;09 jours;Periode normale;647
2017-05-11;Jeudi;Zone FIMU;H;Resident;10 jours;Periode normale;6059
2017-05-11;Jeudi;Zone FIMU;H;Resident;11 jours;Periode normale;4748
2017-05-11;Jeudi;Zone FIMU;H;Resident;12 jours;Periode normale;2178
2017-05-11;Jeudi;Zone FIMU;H;Resident;13 jours;Periode normale;300
2017-05-11;Jeudi;Zone FIMU;H;Resident;14 jours;Periode normale;3781
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;9611
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;7218
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;7755
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;8326
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;4072
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;9319
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;1210
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;4723
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;3713
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;9230
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;5609
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;5613
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;3922
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;3066
2017-05-11;Jeudi;Zone FIMU;NR;Resident;01 jours;Periode normale;6905
2017-05-11;Jeudi;Zone FIMU;NR;Resident;02 jours;Periode normale;1924
2017-05-11;Jeudi;Zone FIMU;NR;Resident;03 jours;Periode normale;2183
2017-05-11;Jeudi;Zone FIMU;NR;Resident;04 jours;Periode normale;6143
2017-05-11;Jeudi;Zone FIMU;NR;Resident;05 jours;Periode normale;2786
2017-05-11;Jeudi;Zone FIMU;NR;Resident;06 jours;Periode normale;368
2017-05-11;Jeudi;Zone FIMU;NR;Resident;07 jours;Periode normale;7940
2017-05-11;Jeudi;Zone FIMU;NR;Resident;08 jours;Periode normale;6078
2017-05-11;Jeudi;Zone FIMU;NR;Resident;09 jours;Periode normale;1183
2017-05-11;Jeudi;Zone FIMU;NR;Resident;10 jours;Periode normale;5402
2017-05-11;Jeudi;Zone FIMU;NR;Resident;11 jours;Periode normale;1844
2017-05-11;Jeudi;Zone FIMU;NR;Resident;12 jours;Periode normale;5169
2017-05-11;Jeudi;Zone FIMU;NR;Resident;13 jours;Periode normale;2780
2017-05-11;Jeudi;Zone FIMU;NR;Resident;14 jours;Periode normale;2406
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;8847
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;3587
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;2028
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;861
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;1658
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;3088
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;5876
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;1470
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;8049
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;7708
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;4739
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;9356
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;272
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;5743
2017-05-12;Vendredi;Zone FIMU;F;Resident;01 jours;Periode normale;7681
2017-05-12;Vendredi;Zone FIMU;F;Resident;02 jours;Periode normale;5130
2017-05-12;Vendredi;Zone FIMU;F;Resident;03 jours;Periode normale;1913
2017-05-12;Vendredi;Zone FIMU;F;Resident;04 jours;Periode normale;7651
2017-05-12;Vendredi;Zone FIMU;F;Resident;05 jours;Periode normale;9874
2017-05-12;Vendredi;Zone FIMU;F;Resident;06 jours;Periode normale;1885
2017-05-12;Vendredi;Zone FIMU;F;Resident;07 jours;Periode normale;9005
2017-05-12;Vendredi;Zone FIMU;F;Resident;08 jours;Periode normale;6166
2017-05-12;Vendredi;Zone FIMU;F;Resident;09 jours;Periode normale;1306
2017-05-12;Vendredi;Zone FIMU;F;Resident;10 jours;Periode normale;5435
2017-05-12;Vendredi;Zone FIMU;F;Resident;11 jours;Periode normale;105
2017-05-12;Vendredi;Zone FIMU;F;Resident;12 jours;Periode normale;9794
2017-05-12;Vendredi;Zone FIMU;F;Resident;13 jours;Periode normale;6035
2017-05-12;Vendredi;Zone FIMU;F;Resident;14 jours;Periode normale;6622
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;1947
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;6850
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;8115
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;3021
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;5994
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;5060
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;9447
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;9085
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;7730
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;4287
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;2321
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;8398
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;8381
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;8603
2017-05-12;Vendredi;Zone FIMU;H;Resident;01 jours;Periode normale;1854
2017-05-12;Vendredi;Zone FIMU;H;Resident;02 jours;Periode normale;5330
2017-05-12;Vendredi;Zone FIMU;H;Resident;03 jours;Periode normale;7841
2017-05-12;Vendredi;Zone FIMU;H;Resident;04 jours;Periode normale;9459
2017-05-12;Vendredi;Zone FIMU;H;Resident;05 jours;Periode normale;2960
2017-05-12;Vendredi;Zone FIMU;H;Resident;06 jours;Periode normale;4382
2017-05-12;Vendredi;Zone FIMU;H;Resident;07 jours;Periode normale;748
2017-05-12;Vendredi;Zone FIMU;H;Resident;08 jours;Periode normale;4863
2017-05-12;Vendredi;Zone FIMU;H;Resident;09 jours;Periode normale;7891
2017-05-12;Vendredi;Zone FIMU;H;Resident;10 jours;Periode normale;6376
2017-05-12;Vendredi;Zone FIMU;H;Resident;11 jours;Periode normale;5500
2017-05-12;Vendredi;Zone FIMU;H;Resident;12 jours;Periode normale;2467
2017-05-12;Vendredi;Zone FIMU;H;Resident;13 jours;Periode normale;7425
2017-05-12;Vendredi;Zone FIMU;H;Resident;14 jours;Periode normale;266
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;8436
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;7120
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;4817
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;4023
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;4700
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;3317
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;6691
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;2502
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;7955
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;944
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;7131
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;5360
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;7458
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;4948
2017-05-12;Vendredi;Zone FIMU;NR;Resident;01 jours;Periode normale;2976
2017-05-12;Vendredi;Zone FIMU;NR;Resident;02 jours;Periode normale;3614
2017-05-12;Vendredi;Zone FIMU;NR;Resident;03 jours;Periode normale;6703
2017-05-12;Vendredi;Zone FIMU;NR;Resident;04 jours;Periode normale;2801
2017-05-12;Vendredi;Zone FIMU;NR;Resident;05 jours;Periode normale;9318
2017-05-12;Vendredi;Zone FIMU;NR;Resident;06 jours;Periode normale;9472
2017-05-12;Vendredi;Zone FIMU;NR;Resident;07 jours;Periode normale;6371
2017-05-12;Vendredi;Zone FIMU;NR;Resident;08 jours;Periode normale;6213
2017-05-12;Vendredi;Zone FIMU;NR;Resident;09 jours;Periode normale;7957
2017-05-12;Vendredi;Zone FIMU;NR;Resident;10 jours;Periode normale;3809
2017-05-12;Vendredi;Zone FIMU;NR;Resident;11 jours;Periode normale;5633
2017-05-12;Vendredi;Zone FIMU;NR;Resident;12 jours;Periode normale;436
2017-05-12;Vendredi;Zone FIMU;NR;Resident;13 jours;Periode normale;6703
2017-05-12;Vendredi;Zone FIMU;NR;Resident;14 jours;Periode normale;1903
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;3055
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;8011
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;4122
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;9976
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;5712
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;933
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;1934
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;570
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;5482
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;4623
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;5499
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;5230
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;4534
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;6426
2017-05-13;Samedi;Zone FIMU;F;Resident;02 jours;Periode normale;6203
2017-05-13;Samedi;Zone FIMU;F;Resident;03 jours;Periode normale;9363
2017-05-13;Samedi;Zone FIMU;F;Resident;04 jours;Periode normale;4559
2017-05-13;Samedi;Zone FIMU;F;Resident;05 jours;Periode normale;1801
2017-05-13;Samedi;Zone FIMU;F;Resident;06 jours;Periode normale;4293
2017-05-13;Samedi;Zone FIMU;F;Resident;07 jours;Periode normale;51
2017-05-13;Samedi;Zone FIMU;F;Resident;08 jours;Periode normale;7511
2017-05-13;Samedi;Zone FIMU;F;Resident;09 jours;Periode normale;7899
2017-05-13;Samedi;Zone FIMU;F;Resident;10 jours;Periode normale;6966
2017-05-13;Samedi;Zone FIMU;F;Resident;11 jours;Periode normale;1448
2017-05-13;Samedi;Zone FIMU;F;Resident;12 jours;Periode normale;4140
2017-05-13;Samedi;Zone FIMU;F;Resident;13 jours;Periode normale;6337
2017-05-13;Samedi;Zone FIMU;F;Resident;14 jours;Periode normale;5599
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;529
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;9159
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;4305
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;989
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;9161
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;2882
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;4470
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;270
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;3606
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;8516
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;6507
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;271
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;3963
2017-05-13;Samedi;Zone FIMU;H;Resident;02 jours;Periode normale;9064
2017-05-13;Samedi;Zone FIMU;H;Resident;03 jours;Periode normale;271
2017-05-13;Samedi;Zone FIMU;H;Resident;04 jours;Periode normale;2254
2017-05-13;Samedi;Zone FIMU;H;Resident;05 jours;Periode normale;5944
2017-05-13;Samedi;Zone FIMU;H;Resident;06 jours;Periode normale;6155
2017-05-13;Samedi;Zone FIMU;H;Resident;07 jours;Periode normale;7091
2017-05-13;Samedi;Zone FIMU;H;Resident;08 jours;Periode normale;350
2017-05-13;Samedi;Zone FIMU;H;Resident;09 jours;Periode normale;1349
2017-05-13;Samedi;Zone FIMU;H;Resident;10 jours;Periode normale;4265
2017-05-13;Samedi;Zone FIMU;H;Resident;11 jours;Periode normale;8012
2017-05-13;Samedi;Zone FIMU;H;Resident;12 jours;Periode normale;9108
2017-05-13;Samedi;Zone FIMU;H;Resident;13 jours;Periode normale;4451
2017-05-13;Samedi;Zone FIMU;H;Resident;14 jours;Periode normale;3155
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;7939
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;3787
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;8678
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;5409
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;837
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;2716
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;4180
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;1581
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;8737
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;9086
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;7785
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;9705
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;4864
2017-05-13;Samedi;Zone FIMU;NR;Resident;02 jours;Periode normale;6738
2017-05-13;Samedi;Zone FIMU;NR;Resident;03 jours;Periode normale;9249
2017-05-13;Samedi;Zone FIMU;NR;Resident;04 jours;Periode normale;8528
2017-05-13;Samedi;Zone FIMU;NR;Resident;05 jours;Periode normale;5796
2017-05-13;Samedi;Zone FIMU;NR;Resident;06 jours;Periode normale;3348
2017-05-13;Samedi;Zone FIMU;NR;Resident;07 jours;Periode normale;6691
2017-05-13;Samedi;Zone FIMU;NR;Resident;08 jours;Periode normale;6542
2017-05-13;Samedi;Zone FIMU;NR;Resident;09 jours;Periode normale;8156
2017-05-13;Samedi;Zone FIMU;NR;Resident;10 jours;Periode normale;6463
2017-05-13;Samedi;Zone FIMU;NR;Resident;11 jours;Periode normale;1706
2017-05-13;Samedi;Zone FIMU;NR;Resident;12 jours;Periode normale;8398
2017-05-13;Samedi;Zone FIMU;NR;Resident;13 jours;Periode normale;5541
2017-05-13;Samedi;Zone FIMU;NR;Resident;14 jours;Periode normale;437
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;2960
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;6245
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;5522
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;5318
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;5072
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;2782
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;8234
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;5499
