Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;9212
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;3600
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;5761
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;460
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;2908
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;9723
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;5562
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;4056
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;4389
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;522
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;3065
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;462
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;5340
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;8795
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;6054
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;2166
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;6340
2017-05-10;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;3105
2017-05-10;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;6361
2017-05-10;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;#
2017-05-10;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;5837
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;1430
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;8749
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;5357
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;7696
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;3626
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;3011
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;9652
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;8435
2017-05-11;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;3152
2017-05-11;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;7066
2017-05-11;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1052
2017-05-11;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;7962
2017-05-11;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;9502
2017-05-11;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;#
2017-05-11;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;6475
2017-05-11;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;7007
2017-05-11;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;3885
2017-05-11;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;694
2017-05-11;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;8333
2017-05-11;Jeudi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;201
2017-05-11;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;8270
2017-05-11;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;861
2017-05-11;Jeudi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;1023
2017-05-11;Jeudi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;2155
2017-05-11;Jeudi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;885
2017-05-11;Jeudi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;9353
2017-05-11;Jeudi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;5141
2017-05-11;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-11;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;2497
2017-05-11;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;6579
2017-05-11;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;5086
2017-05-11;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;9466
2017-05-11;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;7239
2017-05-11;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;7869
2017-05-11;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;8180
2017-05-11;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;6973
2017-05-11;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;2040
2017-05-11;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;5770
2017-05-11;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;371
2017-05-11;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;#
2017-05-11;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;8763
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;8018
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1561
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;6213
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;2591
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;4914
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;5922
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;2175
2017-05-12;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;2342
2017-05-12;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;6931
2017-05-12;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;5736
2017-05-12;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;9979
2017-05-12;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;4411
2017-05-12;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;5517
2017-05-12;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;6711
2017-05-12;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;7820
2017-05-12;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;5779
2017-05-12;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;7504
2017-05-12;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;1706
2017-05-12;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;2297
2017-05-12;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;7252
2017-05-12;Vendredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;372
2017-05-12;Vendredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;5191
2017-05-12;Vendredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;6643
2017-05-12;Vendredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;7196
2017-05-12;Vendredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;863
2017-05-12;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;5285
2017-05-12;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;8248
2017-05-12;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;3783
2017-05-12;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;938
2017-05-12;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;5914
2017-05-12;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;3004
2017-05-12;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;7200
2017-05-12;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;2901
2017-05-12;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;7907
2017-05-12;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;5663
2017-05-12;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;2693
2017-05-12;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;9354
2017-05-12;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;2004
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;8914
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;8190
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;2164
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;6921
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;1525
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;2645
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;8896
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1553
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;3193
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;1844
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;2487
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;4652
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;2745
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;758
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;4012
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;5151
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;1597
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;3760
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;9767
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;9743
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;6319
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;7123
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;7365
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;9961
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;6013
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;237
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;4359
2017-05-14;Dimanche;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;8864
2017-05-14;Dimanche;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;4864
2017-05-14;Dimanche;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;7620
2017-05-15;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;2541
2017-05-15;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;9933
2017-05-15;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;802
2017-05-15;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;6540
2017-05-15;Lundi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-05-15;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;9802
2017-05-15;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;9138
2017-05-15;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;7709
2017-05-15;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;5209
2017-05-15;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;6500
2017-05-15;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;2660
2017-05-15;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;9557
2017-05-15;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;144
2017-05-15;Lundi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;5588
2017-05-15;Lundi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;6138
2017-05-15;Lundi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;7821
2017-05-15;Lundi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;6098
2017-05-15;Lundi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;5458
2017-05-15;Lundi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;4843
2017-05-15;Lundi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-05-15;Lundi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;2563
2017-05-15;Lundi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;7784
2017-05-15;Lundi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;6353
2017-05-15;Lundi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;3437
2017-05-15;Lundi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;6524
2017-05-15;Lundi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;4190
2017-05-15;Lundi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;962
2017-05-15;Lundi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;8622
2017-05-15;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;5845
2017-05-15;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;3149
2017-05-15;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;8267
2017-05-15;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;7073
2017-05-15;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;7522
2017-05-15;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;2911
2017-05-15;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;7459
2017-05-15;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;4323
2017-05-15;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;6528
2017-05-15;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;4220
2017-05-15;Lundi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;3118
2017-05-16;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;3552
2017-05-16;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;5499
2017-05-16;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;8709
2017-05-16;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;5484
2017-05-16;Mardi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;6916
2017-05-16;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;5482
2017-05-16;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;953
2017-05-16;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;7618
2017-05-16;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;8497
2017-05-16;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;1612
2017-05-16;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;3424
2017-05-16;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;544
2017-05-16;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;1285
2017-05-16;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;5117
2017-05-16;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;7468
2017-05-16;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;9729
2017-05-16;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;7541
2017-05-16;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;5498
2017-05-16;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2353
2017-05-16;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;5939
2017-05-16;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;9620
2017-05-16;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;7987
2017-05-16;Mardi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;1023
2017-05-16;Mardi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;9347
2017-05-16;Mardi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;734
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;7299
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;6523
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;9151
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;7908
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;6697
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;5022
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;3708
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;9855
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;9990
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;3232
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;450
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;9495
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;5000
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;1148
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;9237
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;6067
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;9119
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;6153
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;7383
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;8293
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;681
2017-05-17;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;6991
