Date;JourDeLaSemaine;ZoneAnalyse;DureeVisite;CategorieVisiteurs;TypeDeJour;Volume
2017-05-14;Dimanche;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;Duree9h;Touriste Français;Periode normale;3433
2017-05-15;Lundi;Zone FIMU;Duree10h;Resident;Periode normale;752
2017-05-15;Lundi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-15;Lundi;Zone FIMU;Duree10h;Touriste Français;Periode normale;7833
2017-05-15;Lundi;Zone FIMU;Duree10h-18h;Resident;Periode normale;7944
2017-05-15;Lundi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;8992
2017-05-15;Lundi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;3360
2017-05-15;Lundi;Zone FIMU;Duree2h;Resident;Periode normale;5072
2017-05-15;Lundi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;3440
2017-05-15;Lundi;Zone FIMU;Duree2h;Touriste Français;Periode normale;4660
2017-05-15;Lundi;Zone FIMU;Duree3h;Resident;Periode normale;7750
2017-05-15;Lundi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;7618
2017-05-15;Lundi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1423
2017-05-15;Lundi;Zone FIMU;Duree4h;Resident;Periode normale;9202
2017-05-15;Lundi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;1296
2017-05-15;Lundi;Zone FIMU;Duree4h;Touriste Français;Periode normale;2812
2017-05-15;Lundi;Zone FIMU;Duree5h;Resident;Periode normale;7532
2017-05-15;Lundi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-15;Lundi;Zone FIMU;Duree5h;Touriste Français;Periode normale;4342
2017-05-15;Lundi;Zone FIMU;Duree6h;Resident;Periode normale;5878
2017-05-15;Lundi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-15;Lundi;Zone FIMU;Duree6h;Touriste Français;Periode normale;8800
2017-05-15;Lundi;Zone FIMU;Duree7h;Resident;Periode normale;6402
2017-05-15;Lundi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-15;Lundi;Zone FIMU;Duree7h;Touriste Français;Periode normale;446
2017-05-15;Lundi;Zone FIMU;Duree8h;Resident;Periode normale;1055
2017-05-15;Lundi;Zone FIMU;Duree8h;Touriste Français;Periode normale;1365
2017-05-15;Lundi;Zone FIMU;Duree9h;Resident;Periode normale;1400
2017-05-15;Lundi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-15;Lundi;Zone FIMU;Duree9h;Touriste Français;Periode normale;9947
2017-05-16;Mardi;Zone FIMU;Duree10h;Resident;Periode normale;3697
2017-05-16;Mardi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Duree10h;Touriste Français;Periode normale;9425
2017-05-16;Mardi;Zone FIMU;Duree10h-18h;Resident;Periode normale;8146
2017-05-16;Mardi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;5862
2017-05-16;Mardi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;5798
2017-05-16;Mardi;Zone FIMU;Duree2h;Resident;Periode normale;7234
2017-05-16;Mardi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;2881
2017-05-16;Mardi;Zone FIMU;Duree2h;Touriste Français;Periode normale;7148
2017-05-16;Mardi;Zone FIMU;Duree3h;Resident;Periode normale;9486
2017-05-16;Mardi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;1606
2017-05-16;Mardi;Zone FIMU;Duree3h;Touriste Français;Periode normale;9205
2017-05-16;Mardi;Zone FIMU;Duree4h;Resident;Periode normale;9352
2017-05-16;Mardi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Duree4h;Touriste Français;Periode normale;3107
2017-05-16;Mardi;Zone FIMU;Duree5h;Resident;Periode normale;9079
2017-05-16;Mardi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Duree5h;Touriste Français;Periode normale;9905
2017-05-16;Mardi;Zone FIMU;Duree6h;Resident;Periode normale;8034
2017-05-16;Mardi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Duree6h;Touriste Français;Periode normale;9970
2017-05-16;Mardi;Zone FIMU;Duree7h;Resident;Periode normale;392
2017-05-16;Mardi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Duree7h;Touriste Français;Periode normale;7826
2017-05-16;Mardi;Zone FIMU;Duree8h;Resident;Periode normale;3806
2017-05-16;Mardi;Zone FIMU;Duree8h;Touriste Français;Periode normale;4413
2017-05-16;Mardi;Zone FIMU;Duree9h;Resident;Periode normale;7261
2017-05-16;Mardi;Zone FIMU;Duree9h;Touriste Français;Periode normale;5089
2017-05-17;Mercredi;Zone FIMU;Duree10h;Resident;Periode normale;793
2017-05-17;Mercredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;2638
2017-05-17;Mercredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;7540
2017-05-17;Mercredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;1463
2017-05-17;Mercredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;6186
2017-05-17;Mercredi;Zone FIMU;Duree2h;Resident;Periode normale;8237
2017-05-17;Mercredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;4777
2017-05-17;Mercredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;7987
2017-05-17;Mercredi;Zone FIMU;Duree3h;Resident;Periode normale;5985
2017-05-17;Mercredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;603
2017-05-17;Mercredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;2420
2017-05-17;Mercredi;Zone FIMU;Duree4h;Resident;Periode normale;1755
2017-05-17;Mercredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;6631
2017-05-17;Mercredi;Zone FIMU;Duree5h;Resident;Periode normale;3688
2017-05-17;Mercredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;6753
2017-05-17;Mercredi;Zone FIMU;Duree6h;Resident;Periode normale;8545
2017-05-17;Mercredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;3475
2017-05-17;Mercredi;Zone FIMU;Duree7h;Resident;Periode normale;1898
2017-05-17;Mercredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;3312
2017-05-17;Mercredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;3199
2017-05-17;Mercredi;Zone FIMU;Duree8h;Resident;Periode normale;8997
2017-05-17;Mercredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;9886
2017-05-17;Mercredi;Zone FIMU;Duree9h;Resident;Periode normale;8055
2017-05-17;Mercredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;5171
2017-05-18;Jeudi;Zone FIMU;Duree10h;Resident;Periode normale;1318
2017-05-18;Jeudi;Zone FIMU;Duree10h;Touriste Français;Periode normale;8030
2017-05-18;Jeudi;Zone FIMU;Duree10h-18h;Resident;Periode normale;523
2017-05-18;Jeudi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1112
2017-05-18;Jeudi;Zone FIMU;Duree2h;Resident;Periode normale;411
2017-05-18;Jeudi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;5952
2017-05-18;Jeudi;Zone FIMU;Duree2h;Touriste Français;Periode normale;4176
2017-05-18;Jeudi;Zone FIMU;Duree3h;Resident;Periode normale;4620
2017-05-18;Jeudi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;3978
2017-05-18;Jeudi;Zone FIMU;Duree3h;Touriste Français;Periode normale;717
2017-05-18;Jeudi;Zone FIMU;Duree4h;Resident;Periode normale;4403
2017-05-18;Jeudi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Zone FIMU;Duree4h;Touriste Français;Periode normale;3067
2017-05-18;Jeudi;Zone FIMU;Duree5h;Resident;Periode normale;6960
2017-05-18;Jeudi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Zone FIMU;Duree5h;Touriste Français;Periode normale;9105
2017-05-18;Jeudi;Zone FIMU;Duree6h;Resident;Periode normale;6581
2017-05-18;Jeudi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Zone FIMU;Duree6h;Touriste Français;Periode normale;6206
2017-05-18;Jeudi;Zone FIMU;Duree7h;Resident;Periode normale;5575
2017-05-18;Jeudi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;4923
2017-05-18;Jeudi;Zone FIMU;Duree7h;Touriste Français;Periode normale;8971
2017-05-18;Jeudi;Zone FIMU;Duree8h;Resident;Periode normale;9359
2017-05-18;Jeudi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-18;Jeudi;Zone FIMU;Duree8h;Touriste Français;Periode normale;8756
2017-05-18;Jeudi;Zone FIMU;Duree9h;Resident;Periode normale;4545
2017-05-18;Jeudi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;3323
2017-05-18;Jeudi;Zone FIMU;Duree9h;Touriste Français;Periode normale;8734
2017-05-19;Vendredi;Zone FIMU;Duree10h;Resident;Periode normale;2624
2017-05-19;Vendredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;6375
2017-05-19;Vendredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;8049
2017-05-19;Vendredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;6106
2017-05-19;Vendredi;Zone FIMU;Duree2h;Resident;Periode normale;1907
2017-05-19;Vendredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;21
2017-05-19;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;771
2017-05-19;Vendredi;Zone FIMU;Duree3h;Resident;Periode normale;3066
2017-05-19;Vendredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;841
2017-05-19;Vendredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;188
2017-05-19;Vendredi;Zone FIMU;Duree4h;Resident;Periode normale;7780
2017-05-19;Vendredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;6660
2017-05-19;Vendredi;Zone FIMU;Duree5h;Resident;Periode normale;948
2017-05-19;Vendredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;2840
2017-05-19;Vendredi;Zone FIMU;Duree6h;Resident;Periode normale;1789
2017-05-19;Vendredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;500
2017-05-19;Vendredi;Zone FIMU;Duree7h;Resident;Periode normale;6401
2017-05-19;Vendredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;6791
2017-05-19;Vendredi;Zone FIMU;Duree8h;Resident;Periode normale;7608
2017-05-19;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;6107
2017-05-19;Vendredi;Zone FIMU;Duree9h;Resident;Periode normale;9721
2017-05-19;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;5879
2017-05-20;Samedi;Zone FIMU;Duree10h;Resident;Periode normale;3878
2017-05-20;Samedi;Zone FIMU;Duree10h;Touriste Français;Periode normale;9673
2017-05-20;Samedi;Zone FIMU;Duree10h-18h;Resident;Periode normale;4412
2017-05-20;Samedi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;9691
2017-05-20;Samedi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;9677
2017-05-20;Samedi;Zone FIMU;Duree2h;Resident;Periode normale;4112
2017-05-20;Samedi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;9258
2017-05-20;Samedi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1324
2017-05-20;Samedi;Zone FIMU;Duree3h;Resident;Periode normale;5570
2017-05-20;Samedi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;5823
2017-05-20;Samedi;Zone FIMU;Duree3h;Touriste Français;Periode normale;7310
2017-05-20;Samedi;Zone FIMU;Duree4h;Resident;Periode normale;8118
2017-05-20;Samedi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree4h;Touriste Français;Periode normale;9551
2017-05-20;Samedi;Zone FIMU;Duree5h;Resident;Periode normale;5818
2017-05-20;Samedi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree5h;Touriste Français;Periode normale;9867
2017-05-20;Samedi;Zone FIMU;Duree6h;Resident;Periode normale;4236
2017-05-20;Samedi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree6h;Touriste Français;Periode normale;6070
2017-05-20;Samedi;Zone FIMU;Duree7h;Resident;Periode normale;2675
2017-05-20;Samedi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree7h;Touriste Français;Periode normale;2983
2017-05-20;Samedi;Zone FIMU;Duree8h;Resident;Periode normale;7182
2017-05-20;Samedi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree8h;Touriste Français;Periode normale;1312
2017-05-20;Samedi;Zone FIMU;Duree9h;Resident;Periode normale;8527
2017-05-20;Samedi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree9h;Touriste Français;Periode normale;1558
2017-05-21;Dimanche;Zone FIMU;Duree10h;Resident;Periode normale;7134
2017-05-21;Dimanche;Zone FIMU;Duree10h;Touriste Français;Periode normale;85
2017-05-21;Dimanche;Zone FIMU;Duree10h-18h;Resident;Periode normale;6495
2017-05-21;Dimanche;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;8695
2017-05-21;Dimanche;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;5890
2017-05-21;Dimanche;Zone FIMU;Duree2h;Resident;Periode normale;2957
2017-05-21;Dimanche;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;9698
2017-05-21;Dimanche;Zone FIMU;Duree2h;Touriste Français;Periode normale;6782
2017-05-21;Dimanche;Zone FIMU;Duree3h;Resident;Periode normale;4396
2017-05-21;Dimanche;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;186
2017-05-21;Dimanche;Zone FIMU;Duree3h;Touriste Français;Periode normale;1934
2017-05-21;Dimanche;Zone FIMU;Duree4h;Resident;Periode normale;390
2017-05-21;Dimanche;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree4h;Touriste Français;Periode normale;5311
2017-05-21;Dimanche;Zone FIMU;Duree5h;Resident;Periode normale;1070
2017-05-21;Dimanche;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree5h;Touriste Français;Periode normale;9183
2017-05-21;Dimanche;Zone FIMU;Duree6h;Resident;Periode normale;934
2017-05-21;Dimanche;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree6h;Touriste Français;Periode normale;9955
2017-05-21;Dimanche;Zone FIMU;Duree7h;Resident;Periode normale;4916
2017-05-21;Dimanche;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree7h;Touriste Français;Periode normale;4586
2017-05-21;Dimanche;Zone FIMU;Duree8h;Resident;Periode normale;9028
2017-05-21;Dimanche;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree8h;Touriste Français;Periode normale;6603
2017-05-21;Dimanche;Zone FIMU;Duree9h;Resident;Periode normale;6794
2017-05-21;Dimanche;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree9h;Touriste Français;Periode normale;4962
2017-05-22;Lundi;Zone FIMU;Duree10h;Resident;Periode normale;8371
2017-05-22;Lundi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree10h;Touriste Français;Periode normale;2485
2017-05-22;Lundi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2501
2017-05-22;Lundi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;3992
2017-05-22;Lundi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;6447
