Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;02 jours;Periode normale;3347
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;03 jours;Periode normale;7533
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;04 jours;Periode normale;9898
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;05 jours;Periode normale;9948
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;06 jours;Periode normale;6069
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;07 jours;Periode normale;1776
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;08 jours;Periode normale;9031
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;09 jours;Periode normale;1718
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;10 jours;Periode normale;650
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;11 jours;Periode normale;2342
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;12 jours;Periode normale;8227
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;13 jours;Periode normale;7987
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;14 jours;Periode normale;802
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;01 jours;Periode normale;626
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;02 jours;Periode normale;7419
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;03 jours;Periode normale;3295
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;04 jours;Periode normale;6461
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;05 jours;Periode normale;8261
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;06 jours;Periode normale;7783
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;07 jours;Periode normale;1489
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;08 jours;Periode normale;2010
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;09 jours;Periode normale;5599
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;10 jours;Periode normale;1655
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;11 jours;Periode normale;3562
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;12 jours;Periode normale;2155
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;13 jours;Periode normale;9852
2017-05-10;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;14 jours;Periode normale;6679
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;01 jours;Periode normale;4704
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;02 jours;Periode normale;2834
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;03 jours;Periode normale;6045
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;04 jours;Periode normale;966
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;05 jours;Periode normale;7860
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;06 jours;Periode normale;2596
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;07 jours;Periode normale;5800
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;08 jours;Periode normale;1095
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;09 jours;Periode normale;7949
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;10 jours;Periode normale;4362
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;11 jours;Periode normale;3624
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;12 jours;Periode normale;9073
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;13 jours;Periode normale;1302
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;14 jours;Periode normale;2006
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;01 jours;Periode normale;2884
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;02 jours;Periode normale;7534
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;03 jours;Periode normale;8681
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;04 jours;Periode normale;9447
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;05 jours;Periode normale;1685
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;06 jours;Periode normale;5061
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;07 jours;Periode normale;6845
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;08 jours;Periode normale;3073
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;09 jours;Periode normale;1691
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;10 jours;Periode normale;7901
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;11 jours;Periode normale;6346
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;12 jours;Periode normale;4752
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;13 jours;Periode normale;3158
2017-05-10;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;14 jours;Periode normale;7111
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;01 jours;Periode normale;1885
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;02 jours;Periode normale;7988
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;03 jours;Periode normale;1547
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;04 jours;Periode normale;5023
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;05 jours;Periode normale;2847
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;06 jours;Periode normale;2994
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;07 jours;Periode normale;6847
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;08 jours;Periode normale;2836
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;09 jours;Periode normale;244
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;10 jours;Periode normale;2188
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;11 jours;Periode normale;7763
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;12 jours;Periode normale;8191
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;13 jours;Periode normale;2106
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;14 jours;Periode normale;2461
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;01 jours;Periode normale;9844
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;02 jours;Periode normale;4984
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;03 jours;Periode normale;2757
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;04 jours;Periode normale;8006
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;05 jours;Periode normale;7208
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;06 jours;Periode normale;5795
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;07 jours;Periode normale;5359
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;08 jours;Periode normale;9603
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;09 jours;Periode normale;1950
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;10 jours;Periode normale;6575
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;11 jours;Periode normale;8412
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;12 jours;Periode normale;2383
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;13 jours;Periode normale;1323
2017-05-10;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;14 jours;Periode normale;8037
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;01 jours;Periode normale;1207
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;02 jours;Periode normale;9652
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;03 jours;Periode normale;5453
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;04 jours;Periode normale;3841
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;05 jours;Periode normale;2179
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;06 jours;Periode normale;9987
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;07 jours;Periode normale;8170
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;08 jours;Periode normale;6212
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;09 jours;Periode normale;8282
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;10 jours;Periode normale;1306
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;11 jours;Periode normale;6585
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;12 jours;Periode normale;9234
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;13 jours;Periode normale;2545
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;14 jours;Periode normale;8549
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;01 jours;Periode normale;274
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;02 jours;Periode normale;2468
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;03 jours;Periode normale;1549
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;04 jours;Periode normale;4482
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;05 jours;Periode normale;5818
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;06 jours;Periode normale;4586
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;07 jours;Periode normale;2129
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;08 jours;Periode normale;5083
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;09 jours;Periode normale;928
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;10 jours;Periode normale;8988
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;11 jours;Periode normale;6496
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;12 jours;Periode normale;9200
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;13 jours;Periode normale;2399
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;14 jours;Periode normale;5354
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;01 jours;Periode normale;4324
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;02 jours;Periode normale;8573
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;03 jours;Periode normale;5444
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;04 jours;Periode normale;1160
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;05 jours;Periode normale;6767
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;06 jours;Periode normale;8978
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;07 jours;Periode normale;7011
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;08 jours;Periode normale;9717
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;09 jours;Periode normale;8202
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;10 jours;Periode normale;8125
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;11 jours;Periode normale;2169
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;12 jours;Periode normale;6596
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;13 jours;Periode normale;5572
2017-05-10;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;14 jours;Periode normale;4333
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;01 jours;Periode normale;3199
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;02 jours;Periode normale;8992
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;03 jours;Periode normale;1362
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;04 jours;Periode normale;1130
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;05 jours;Periode normale;4383
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;06 jours;Periode normale;2118
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;07 jours;Periode normale;5079
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;08 jours;Periode normale;7190
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;09 jours;Periode normale;6127
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;10 jours;Periode normale;9921
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;11 jours;Periode normale;6517
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;12 jours;Periode normale;1179
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;13 jours;Periode normale;5586
2017-05-10;Mercredi;Zone FIMU;NR;NR;Resident;14 jours;Periode normale;5464
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;01 jours;Periode normale;7317
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;02 jours;Periode normale;9853
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;03 jours;Periode normale;7144
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;04 jours;Periode normale;4926
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;05 jours;Periode normale;8925
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;06 jours;Periode normale;4411
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;07 jours;Periode normale;7497
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;08 jours;Periode normale;3131
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;09 jours;Periode normale;7617
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;10 jours;Periode normale;7332
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;11 jours;Periode normale;9886
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;12 jours;Periode normale;2223
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;13 jours;Periode normale;9743
2017-05-10;Mercredi;Zone FIMU;NR;NR;Touriste Français;14 jours;Periode normale;7860
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;01 jours;Periode normale;5855
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;02 jours;Periode normale;568
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;03 jours;Periode normale;7197
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;04 jours;Periode normale;3980
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;05 jours;Periode normale;8025
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;06 jours;Periode normale;3204
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;07 jours;Periode normale;4151
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;08 jours;Periode normale;3546
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;09 jours;Periode normale;3800
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;10 jours;Periode normale;8524
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;11 jours;Periode normale;4687
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;12 jours;Periode normale;766
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;13 jours;Periode normale;8862
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Resident;14 jours;Periode normale;5789
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;01 jours;Periode normale;3410
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;02 jours;Periode normale;9275
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;03 jours;Periode normale;2104
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;04 jours;Periode normale;4191
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;05 jours;Periode normale;6489
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;06 jours;Periode normale;238
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;07 jours;Periode normale;5814
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;08 jours;Periode normale;9388
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;09 jours;Periode normale;5099
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;10 jours;Periode normale;5970
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;11 jours;Periode normale;9233
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;12 jours;Periode normale;6571
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;13 jours;Periode normale;7851
2017-05-10;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;14 jours;Periode normale;8224
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;01 jours;Periode normale;4208
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;02 jours;Periode normale;4383
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;03 jours;Periode normale;8259
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;04 jours;Periode normale;6460
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;05 jours;Periode normale;5118
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;06 jours;Periode normale;4560
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;07 jours;Periode normale;8868
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;08 jours;Periode normale;8287
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;09 jours;Periode normale;8219
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;10 jours;Periode normale;180
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;11 jours;Periode normale;5283
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;12 jours;Periode normale;3566
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;13 jours;Periode normale;2930
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;14 jours;Periode normale;6596
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;01 jours;Periode normale;8535
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;02 jours;Periode normale;9932
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;03 jours;Periode normale;3597
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;04 jours;Periode normale;6806
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;05 jours;Periode normale;6375
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;06 jours;Periode normale;4367
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;07 jours;Periode normale;1594
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;08 jours;Periode normale;8019
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;09 jours;Periode normale;8257
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;10 jours;Periode normale;7992
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;11 jours;Periode normale;1156
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;12 jours;Periode normale;5337
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;13 jours;Periode normale;370
2017-05-10;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;14 jours;Periode normale;5940
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;01 jours;Periode normale;8005
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;02 jours;Periode normale;482
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;03 jours;Periode normale;8289
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;04 jours;Periode normale;4620
2017-05-10;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;05 jours;Periode normale;5890
