Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;Continent;Pays;CategorieVisiteurs;TypeDeJour;Volume
2017-05-12;Vendredi;14:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;5023
2017-05-12;Vendredi;15:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;137
2017-05-12;Vendredi;17:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;4210
2017-05-12;Vendredi;17:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2272
2017-05-12;Vendredi;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2890
2017-05-12;Vendredi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7663
2017-05-12;Vendredi;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;3318
2017-05-12;Vendredi;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;9413
2017-05-12;Vendredi;21:30:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;3212
2017-05-12;Vendredi;22:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;4650
2017-05-12;Vendredi;22:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;2586
2017-05-12;Vendredi;22:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;2656
2017-05-12;Vendredi;23:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;1593
2017-05-13;Samedi;00:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;1508
2017-05-14;Dimanche;06:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;2873
2017-05-14;Dimanche;09:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;8573
2017-05-14;Dimanche;09:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;6029
2017-05-14;Dimanche;10:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;1198
2017-05-14;Dimanche;11:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7749
2017-05-14;Dimanche;12:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;1241
2017-05-14;Dimanche;13:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;247
2017-05-14;Dimanche;13:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;9141
2017-05-14;Dimanche;13:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7197
2017-05-14;Dimanche;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9706
2017-05-14;Dimanche;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3430
2017-05-14;Dimanche;19:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;2370
2017-05-14;Dimanche;19:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6849
2017-05-14;Dimanche;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1426
2017-05-14;Dimanche;19:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;9684
2017-05-14;Dimanche;19:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7841
2017-05-14;Dimanche;20:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3861
2017-05-14;Dimanche;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;4803
2017-05-14;Dimanche;20:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;5368
2017-05-14;Dimanche;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;3849
2017-05-14;Dimanche;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7664
2017-05-14;Dimanche;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3001
2017-05-14;Dimanche;21:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;9560
2017-05-14;Dimanche;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3192
2017-05-14;Dimanche;23:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3137
2017-05-15;Lundi;00:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6310
2017-05-15;Lundi;07:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3644
2017-05-15;Lundi;07:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;684
2017-05-15;Lundi;08:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;8282
2017-05-15;Lundi;08:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;5680
2017-05-15;Lundi;09:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;8092
2017-05-15;Lundi;09:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;8049
2017-05-15;Lundi;10:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;9024
2017-05-15;Lundi;11:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8099
2017-05-15;Lundi;11:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7483
2017-05-15;Lundi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;1172
2017-05-15;Lundi;11:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7262
2017-05-15;Lundi;12:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6836
2017-05-15;Lundi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;8255
2017-05-15;Lundi;13:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;1405
2017-05-15;Lundi;13:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;7604
2017-05-15;Lundi;14:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;2326
2017-05-15;Lundi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;3186
2017-05-15;Lundi;16:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;770
2017-05-15;Lundi;17:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9728
2017-05-15;Lundi;17:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;1839
2017-05-15;Lundi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;4418
2017-05-15;Lundi;19:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;632
2017-05-15;Lundi;19:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;1214
2017-05-15;Lundi;20:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;9774
2017-05-15;Lundi;20:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4677
2017-05-15;Lundi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;246
2017-05-15;Lundi;20:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;3585
2017-05-15;Lundi;21:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;849
2017-05-15;Lundi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7142
2017-05-15;Lundi;22:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;2856
2017-05-15;Lundi;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3318
2017-05-15;Lundi;23:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4645
2017-05-15;Lundi;23:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;7216
2017-05-16;Mardi;00:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8545
2017-05-16;Mardi;01:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;1600
2017-05-16;Mardi;06:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;843
2017-05-16;Mardi;07:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;1418
2017-05-16;Mardi;09:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;7660
2017-05-16;Mardi;09:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;9800
2017-05-16;Mardi;10:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;5471
2017-05-16;Mardi;11:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;5687
2017-05-16;Mardi;11:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;8102
2017-05-16;Mardi;12:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;1228
2017-05-16;Mardi;12:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;6783
2017-05-16;Mardi;12:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;4024
2017-05-16;Mardi;13:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;8733
2017-05-16;Mardi;14:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;2950
2017-05-16;Mardi;15:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2470
2017-05-16;Mardi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4713
2017-05-16;Mardi;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;8107
2017-05-16;Mardi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7429
2017-05-16;Mardi;17:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9875
2017-05-16;Mardi;17:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;5391
2017-05-16;Mardi;18:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;8774
2017-05-16;Mardi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7569
2017-05-16;Mardi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8423
2017-05-16;Mardi;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;4307
2017-05-16;Mardi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1466
2017-05-16;Mardi;19:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;8093
2017-05-16;Mardi;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;503
2017-05-16;Mardi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;2516
2017-05-16;Mardi;21:30:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;5602
2017-05-16;Mardi;22:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;6091
2017-05-16;Mardi;22:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;9898
2017-05-16;Mardi;22:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;2340
2017-05-16;Mardi;22:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3951
2017-05-16;Mardi;22:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4771
2017-05-16;Mardi;23:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;9266
2017-05-17;Mercredi;00:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;9360
2017-05-17;Mercredi;00:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;2833
2017-05-17;Mercredi;00:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;1940
2017-05-17;Mercredi;01:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;2558
2017-05-17;Mercredi;01:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;780
2017-05-17;Mercredi;07:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1161
2017-05-17;Mercredi;08:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;8238
2017-05-17;Mercredi;08:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;4670
2017-05-17;Mercredi;09:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8383
2017-05-17;Mercredi;09:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;2451
2017-05-17;Mercredi;09:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;278
2017-05-17;Mercredi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2581
2017-05-17;Mercredi;11:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;7344
2017-05-17;Mercredi;12:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;8386
2017-05-17;Mercredi;12:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7745
2017-05-17;Mercredi;13:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;7194
2017-05-17;Mercredi;13:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;6294
2017-05-17;Mercredi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4338
2017-05-17;Mercredi;14:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode normale;4553
2017-05-17;Mercredi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;3311
2017-05-17;Mercredi;15:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;2754
2017-05-17;Mercredi;15:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;9994
2017-05-17;Mercredi;16:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;3749
2017-05-17;Mercredi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8065
2017-05-17;Mercredi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;9903
2017-05-17;Mercredi;17:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;8168
2017-05-17;Mercredi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3653
2017-05-17;Mercredi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;9221
2017-05-17;Mercredi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;959
2017-05-17;Mercredi;19:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;7821
2017-05-17;Mercredi;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;912
2017-05-17;Mercredi;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;2940
2017-05-17;Mercredi;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;3402
2017-05-17;Mercredi;21:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;6841
2017-05-17;Mercredi;22:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4904
2017-05-18;Jeudi;04:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;2064
2017-05-18;Jeudi;05:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;9735
2017-05-18;Jeudi;06:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;2303
2017-05-18;Jeudi;07:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;8632
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;7228
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;9705
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;3367
2017-05-18;Jeudi;08:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;2359
2017-05-18;Jeudi;08:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;9233
2017-05-18;Jeudi;09:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;380
2017-05-18;Jeudi;09:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;6060
2017-05-18;Jeudi;09:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;4422
2017-05-18;Jeudi;10:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2616
2017-05-18;Jeudi;10:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;3928
2017-05-18;Jeudi;11:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;5076
2017-05-18;Jeudi;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1776
2017-05-18;Jeudi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;8921
2017-05-18;Jeudi;12:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4769
2017-05-18;Jeudi;12:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;3598
2017-05-18;Jeudi;12:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1939
2017-05-18;Jeudi;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;5960
2017-05-18;Jeudi;14:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9032
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4355
