Date;JourDeLaSemaine;TypeNuitee;CategorieVisiteurs;ZoneNuitee;Volume
2016-04-23;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-23;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;1546
2016-04-23;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-24;Dimanche;Soir;Résident ;Ville de Belfort;3815
2016-04-24;Dimanche;Soir;Résident ;Agglomeration de Belfort;4830
2016-04-24;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;9142
2016-04-24;Dimanche;Soir;Résident ;Agglomeration de Hericourt;#
2016-04-24;Dimanche;Soir;Résident ;Reste Territoire de Belfort;4823
2016-04-24;Dimanche;Soir;Touriste Français;Ville de Belfort;7548
2016-04-24;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;5460
2016-04-24;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;435
2016-04-24;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;2747
2016-04-24;Dimanche;Soir;Touriste Français;Reste Haute Saone;9821
2016-04-24;Dimanche;Soir;Touriste Français;Reste Doubs;8312
2016-04-24;Dimanche;Soir;Touriste Français;Haut Rhin Sud;2492
2016-04-24;Dimanche;Soir;Touriste Français;Haut Rhin Nord;#
2016-04-24;Dimanche;Soir;Touriste Français;Vosges;5505
2016-04-24;Dimanche;Soir;Touriste Etranger;Ville de Belfort;8272
2016-04-24;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Reste Doubs;#
2016-04-24;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-25;Lundi;Soir;Résident ;Ville de Belfort;6030
2016-04-25;Lundi;Soir;Résident ;Agglomeration de Belfort;1834
2016-04-25;Lundi;Soir;Résident ;Agglomeration de Montbeliard;9265
2016-04-25;Lundi;Soir;Résident ;Agglomeration de Hericourt;896
2016-04-25;Lundi;Soir;Résident ;Reste Territoire de Belfort;2698
2016-04-25;Lundi;Soir;Résident ;Reste Haute Saone;7460
2016-04-25;Lundi;Soir;Résident ;Haut Rhin Sud;#
2016-04-25;Lundi;Soir;Résident ;Haut Rhin Nord;#
2016-04-25;Lundi;Soir;Touriste Français;Ville de Belfort;9316
2016-04-25;Lundi;Soir;Touriste Français;Agglomeration de Belfort;4070
2016-04-25;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;4491
2016-04-25;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;3144
2016-04-25;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;3209
2016-04-25;Lundi;Soir;Touriste Français;Reste Haute Saone;6753
2016-04-25;Lundi;Soir;Touriste Français;Reste Doubs;9624
2016-04-25;Lundi;Soir;Touriste Français;Haut Rhin Sud;1397
2016-04-25;Lundi;Soir;Touriste Français;Haut Rhin Nord;2826
2016-04-25;Lundi;Soir;Touriste Français;Vosges;#
2016-04-25;Lundi;Soir;Touriste Etranger;Ville de Belfort;8258
2016-04-25;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;2554
2016-04-25;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-25;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-25;Lundi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-25;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-25;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-25;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-04-26;Mardi;Soir;Résident ;Ville de Belfort;7751
2016-04-26;Mardi;Soir;Résident ;Agglomeration de Belfort;9073
2016-04-26;Mardi;Soir;Résident ;Agglomeration de Montbeliard;6483
2016-04-26;Mardi;Soir;Résident ;Agglomeration de Hericourt;2488
2016-04-26;Mardi;Soir;Résident ;Reste Territoire de Belfort;1936
2016-04-26;Mardi;Soir;Résident ;Reste Haute Saone;7578
2016-04-26;Mardi;Soir;Résident ;Haut Rhin Sud;1124
2016-04-26;Mardi;Soir;Touriste Français;Ville de Belfort;2084
2016-04-26;Mardi;Soir;Touriste Français;Agglomeration de Belfort;8037
2016-04-26;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;9843
2016-04-26;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;9108
2016-04-26;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;2953
2016-04-26;Mardi;Soir;Touriste Français;Reste Haute Saone;3168
2016-04-26;Mardi;Soir;Touriste Français;Reste Doubs;1853
2016-04-26;Mardi;Soir;Touriste Français;Haut Rhin Sud;4348
2016-04-26;Mardi;Soir;Touriste Français;Haut Rhin Nord;1434
2016-04-26;Mardi;Soir;Touriste Français;Vosges;1448
2016-04-26;Mardi;Soir;Touriste Etranger;Ville de Belfort;9136
2016-04-26;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;4209
2016-04-26;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-26;Mardi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-26;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-26;Mardi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-26;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-26;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-26;Mardi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-04-27;Mercredi;Soir;Résident ;Ville de Belfort;137
2016-04-27;Mercredi;Soir;Résident ;Agglomeration de Belfort;9124
2016-04-27;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;8665
2016-04-27;Mercredi;Soir;Résident ;Agglomeration de Hericourt;8195
2016-04-27;Mercredi;Soir;Résident ;Reste Territoire de Belfort;6997
2016-04-27;Mercredi;Soir;Résident ;Reste Haute Saone;8062
2016-04-27;Mercredi;Soir;Résident ;Reste Doubs;#
2016-04-27;Mercredi;Soir;Résident ;Haut Rhin Sud;#
2016-04-27;Mercredi;Soir;Résident ;Haut Rhin Nord;#
2016-04-27;Mercredi;Soir;Touriste Français;Ville de Belfort;2303
2016-04-27;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;6840
2016-04-27;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;686
2016-04-27;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;1234
2016-04-27;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;4175
2016-04-27;Mercredi;Soir;Touriste Français;Reste Haute Saone;907
2016-04-27;Mercredi;Soir;Touriste Français;Reste Doubs;408
2016-04-27;Mercredi;Soir;Touriste Français;Haut Rhin Sud;8664
2016-04-27;Mercredi;Soir;Touriste Français;Haut Rhin Nord;4816
2016-04-27;Mercredi;Soir;Touriste Français;Vosges;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Ville de Belfort;93
2016-04-27;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;3968
2016-04-27;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-27;Mercredi;Soir;Touriste Etranger;Vosges;#
2016-04-28;Jeudi;Soir;Résident ;Ville de Belfort;1141
2016-04-28;Jeudi;Soir;Résident ;Agglomeration de Belfort;906
2016-04-28;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;7502
2016-04-28;Jeudi;Soir;Résident ;Agglomeration de Hericourt;6487
2016-04-28;Jeudi;Soir;Résident ;Reste Territoire de Belfort;7016
2016-04-28;Jeudi;Soir;Résident ;Reste Haute Saone;3658
2016-04-28;Jeudi;Soir;Résident ;Haut Rhin Sud;#
2016-04-28;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-04-28;Jeudi;Soir;Touriste Français;Ville de Belfort;6684
2016-04-28;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;778
2016-04-28;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;8341
2016-04-28;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;887
2016-04-28;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;7551
2016-04-28;Jeudi;Soir;Touriste Français;Reste Haute Saone;3224
2016-04-28;Jeudi;Soir;Touriste Français;Reste Doubs;5190
2016-04-28;Jeudi;Soir;Touriste Français;Haut Rhin Sud;619
2016-04-28;Jeudi;Soir;Touriste Français;Haut Rhin Nord;8245
2016-04-28;Jeudi;Soir;Touriste Français;Vosges;305
2016-04-28;Jeudi;Soir;Touriste Etranger;Ville de Belfort;2454
2016-04-28;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;6706
2016-04-28;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;4930
2016-04-28;Jeudi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-28;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-04-29;Vendredi;Soir;Résident ;Ville de Belfort;3853
2016-04-29;Vendredi;Soir;Résident ;Agglomeration de Belfort;6513
2016-04-29;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;9001
2016-04-29;Vendredi;Soir;Résident ;Agglomeration de Hericourt;7291
2016-04-29;Vendredi;Soir;Résident ;Reste Territoire de Belfort;7574
2016-04-29;Vendredi;Soir;Résident ;Reste Haute Saone;868
2016-04-29;Vendredi;Soir;Résident ;Reste Doubs;#
2016-04-29;Vendredi;Soir;Résident ;Haut Rhin Sud;2455
2016-04-29;Vendredi;Soir;Résident ;Haut Rhin Nord;5898
2016-04-29;Vendredi;Soir;Résident ;Vosges;#
2016-04-29;Vendredi;Soir;Touriste Français;Ville de Belfort;7960
2016-04-29;Vendredi;Soir;Touriste Français;Agglomeration de Belfort;8415
2016-04-29;Vendredi;Soir;Touriste Français;Agglomeration de Montbeliard;6399
2016-04-29;Vendredi;Soir;Touriste Français;Agglomeration de Hericourt;8892
2016-04-29;Vendredi;Soir;Touriste Français;Reste Territoire de Belfort;434
2016-04-29;Vendredi;Soir;Touriste Français;Reste Haute Saone;6400
2016-04-29;Vendredi;Soir;Touriste Français;Reste Doubs;1550
2016-04-29;Vendredi;Soir;Touriste Français;Haut Rhin Sud;813
2016-04-29;Vendredi;Soir;Touriste Français;Haut Rhin Nord;8563
2016-04-29;Vendredi;Soir;Touriste Français;Vosges;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Ville de Belfort;8625
2016-04-29;Vendredi;Soir;Touriste Etranger;Agglomeration de Belfort;3118
2016-04-29;Vendredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;1282
2016-04-29;Vendredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-29;Vendredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-04-30;Samedi;Soir;Résident ;Ville de Belfort;1222
2016-04-30;Samedi;Soir;Résident ;Agglomeration de Belfort;7573
2016-04-30;Samedi;Soir;Résident ;Agglomeration de Montbeliard;1512
2016-04-30;Samedi;Soir;Résident ;Agglomeration de Hericourt;8339
2016-04-30;Samedi;Soir;Résident ;Reste Territoire de Belfort;2021
2016-04-30;Samedi;Soir;Résident ;Reste Haute Saone;5422
2016-04-30;Samedi;Soir;Résident ;Reste Doubs;3732
2016-04-30;Samedi;Soir;Résident ;Haut Rhin Sud;2606
2016-04-30;Samedi;Soir;Résident ;Haut Rhin Nord;#
2016-04-30;Samedi;Soir;Résident ;Vosges;#
2016-04-30;Samedi;Soir;Touriste Français;Ville de Belfort;344
2016-04-30;Samedi;Soir;Touriste Français;Agglomeration de Belfort;2335
2016-04-30;Samedi;Soir;Touriste Français;Agglomeration de Montbeliard;6500
2016-04-30;Samedi;Soir;Touriste Français;Agglomeration de Hericourt;7768
2016-04-30;Samedi;Soir;Touriste Français;Reste Territoire de Belfort;6106
2016-04-30;Samedi;Soir;Touriste Français;Reste Haute Saone;8113
2016-04-30;Samedi;Soir;Touriste Français;Reste Doubs;5804
2016-04-30;Samedi;Soir;Touriste Français;Haut Rhin Sud;6056
2016-04-30;Samedi;Soir;Touriste Français;Haut Rhin Nord;1388
2016-04-30;Samedi;Soir;Touriste Français;Vosges;#
2016-04-30;Samedi;Soir;Touriste Etranger;Ville de Belfort;1674
2016-04-30;Samedi;Soir;Touriste Etranger;Agglomeration de Belfort;8732
2016-04-30;Samedi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-30;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-30;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-30;Samedi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-04-30;Samedi;Soir;Touriste Etranger;Reste Doubs;#
2016-04-30;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-01;Dimanche;Soir;Résident ;Ville de Belfort;9073
2016-05-01;Dimanche;Soir;Résident ;Agglomeration de Belfort;2545
2016-05-01;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;5968
2016-05-01;Dimanche;Soir;Résident ;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Soir;Résident ;Reste Territoire de Belfort;1086
2016-05-01;Dimanche;Soir;Résident ;Reste Doubs;#
2016-05-01;Dimanche;Soir;Touriste Français;Ville de Belfort;5117
2016-05-01;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;3673
2016-05-01;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;477
2016-05-01;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;4608
2016-05-01;Dimanche;Soir;Touriste Français;Reste Haute Saone;2736
2016-05-01;Dimanche;Soir;Touriste Français;Reste Doubs;5046
2016-05-01;Dimanche;Soir;Touriste Français;Haut Rhin Sud;2906
2016-05-01;Dimanche;Soir;Touriste Français;Haut Rhin Nord;1328
2016-05-01;Dimanche;Soir;Touriste Français;Vosges;9424
2016-05-01;Dimanche;Soir;Touriste Etranger;Ville de Belfort;6405
2016-05-01;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-01;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-02;Lundi;Soir;Résident ;Ville de Belfort;9533
2016-05-02;Lundi;Soir;Résident ;Agglomeration de Belfort;133
2016-05-02;Lundi;Soir;Résident ;Agglomeration de Montbeliard;54
2016-05-02;Lundi;Soir;Résident ;Agglomeration de Hericourt;5271
2016-05-02;Lundi;Soir;Résident ;Reste Territoire de Belfort;7099
2016-05-02;Lundi;Soir;Résident ;Reste Haute Saone;5547
2016-05-02;Lundi;Soir;Résident ;Reste Doubs;#
2016-05-02;Lundi;Soir;Résident ;Haut Rhin Sud;9695
2016-05-02;Lundi;Soir;Touriste Français;Ville de Belfort;3803
2016-05-02;Lundi;Soir;Touriste Français;Agglomeration de Belfort;502
2016-05-02;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;3799
2016-05-02;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;7015
2016-05-02;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;6427
2016-05-02;Lundi;Soir;Touriste Français;Reste Haute Saone;194
2016-05-02;Lundi;Soir;Touriste Français;Reste Doubs;5604
2016-05-02;Lundi;Soir;Touriste Français;Haut Rhin Sud;3676
2016-05-02;Lundi;Soir;Touriste Français;Haut Rhin Nord;#
2016-05-02;Lundi;Soir;Touriste Français;Vosges;#
2016-05-02;Lundi;Soir;Touriste Etranger;Ville de Belfort;728
2016-05-02;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-05-02;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-02;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-02;Lundi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-02;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-02;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-02;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-03;Mardi;Soir;Résident ;Ville de Belfort;9419
2016-05-03;Mardi;Soir;Résident ;Agglomeration de Belfort;336
2016-05-03;Mardi;Soir;Résident ;Agglomeration de Montbeliard;4072
2016-05-03;Mardi;Soir;Résident ;Agglomeration de Hericourt;6649
2016-05-03;Mardi;Soir;Résident ;Reste Territoire de Belfort;3940
2016-05-03;Mardi;Soir;Résident ;Reste Haute Saone;4437
2016-05-03;Mardi;Soir;Résident ;Reste Doubs;#
2016-05-03;Mardi;Soir;Résident ;Haut Rhin Sud;9176
2016-05-03;Mardi;Soir;Résident ;Haut Rhin Nord;#
2016-05-03;Mardi;Soir;Touriste Français;Ville de Belfort;5794
2016-05-03;Mardi;Soir;Touriste Français;Agglomeration de Belfort;8053
2016-05-03;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;631
2016-05-03;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;6385
2016-05-03;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;841
2016-05-03;Mardi;Soir;Touriste Français;Reste Haute Saone;2244
2016-05-03;Mardi;Soir;Touriste Français;Reste Doubs;3374
2016-05-03;Mardi;Soir;Touriste Français;Haut Rhin Sud;8278
2016-05-03;Mardi;Soir;Touriste Français;Haut Rhin Nord;9511
2016-05-03;Mardi;Soir;Touriste Français;Vosges;#
2016-05-03;Mardi;Soir;Touriste Etranger;Ville de Belfort;1193
2016-05-03;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;9707
2016-05-03;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-03;Mardi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-03;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-03;Mardi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-03;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-03;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-03;Mardi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-04;Mercredi;Soir;Résident ;Ville de Belfort;3519
2016-05-04;Mercredi;Soir;Résident ;Agglomeration de Belfort;5175
2016-05-04;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;2206
2016-05-04;Mercredi;Soir;Résident ;Agglomeration de Hericourt;3486
2016-05-04;Mercredi;Soir;Résident ;Reste Territoire de Belfort;7896
2016-05-04;Mercredi;Soir;Résident ;Reste Haute Saone;1762
2016-05-04;Mercredi;Soir;Résident ;Reste Doubs;#
2016-05-04;Mercredi;Soir;Résident ;Haut Rhin Sud;8811
2016-05-04;Mercredi;Soir;Résident ;Haut Rhin Nord;#
2016-05-04;Mercredi;Soir;Résident ;Vosges;#
2016-05-04;Mercredi;Soir;Touriste Français;Ville de Belfort;4497
2016-05-04;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;6721
2016-05-04;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;4107
2016-05-04;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;7241
2016-05-04;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;2989
2016-05-04;Mercredi;Soir;Touriste Français;Reste Haute Saone;6049
2016-05-04;Mercredi;Soir;Touriste Français;Reste Doubs;9980
2016-05-04;Mercredi;Soir;Touriste Français;Haut Rhin Sud;9202
2016-05-04;Mercredi;Soir;Touriste Français;Haut Rhin Nord;6362
2016-05-04;Mercredi;Soir;Touriste Français;Vosges;6593
2016-05-04;Mercredi;Soir;Touriste Etranger;Ville de Belfort;9880
2016-05-04;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;7567
2016-05-04;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-04;Mercredi;Soir;Touriste Etranger;Reste Doubs;5628
2016-05-04;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-05;Jeudi;Soir;Résident ;Ville de Belfort;162
2016-05-05;Jeudi;Soir;Résident ;Agglomeration de Belfort;6111
2016-05-05;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;6364
2016-05-05;Jeudi;Soir;Résident ;Agglomeration de Hericourt;2673
2016-05-05;Jeudi;Soir;Résident ;Reste Territoire de Belfort;817
2016-05-05;Jeudi;Soir;Résident ;Reste Haute Saone;#
2016-05-05;Jeudi;Soir;Résident ;Reste Doubs;#
2016-05-05;Jeudi;Soir;Résident ;Haut Rhin Sud;9292
2016-05-05;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-05-05;Jeudi;Soir;Résident ;Vosges;#
2016-05-05;Jeudi;Soir;Touriste Français;Ville de Belfort;6676
2016-05-05;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;4004
2016-05-05;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;5588
2016-05-05;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;1513
2016-05-05;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;1211
2016-05-05;Jeudi;Soir;Touriste Français;Reste Haute Saone;2392
2016-05-05;Jeudi;Soir;Touriste Français;Reste Doubs;5020
2016-05-05;Jeudi;Soir;Touriste Français;Haut Rhin Sud;6600
2016-05-05;Jeudi;Soir;Touriste Français;Haut Rhin Nord;209
2016-05-05;Jeudi;Soir;Touriste Français;Vosges;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Ville de Belfort;3478
2016-05-05;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;3779
2016-05-05;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-05;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-05-06;Vendredi;Soir;Résident ;Ville de Belfort;500
2016-05-06;Vendredi;Soir;Résident ;Agglomeration de Belfort;8456
2016-05-06;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;7202
2016-05-06;Vendredi;Soir;Résident ;Agglomeration de Hericourt;3031
2016-05-06;Vendredi;Soir;Résident ;Reste Territoire de Belfort;4312
2016-05-06;Vendredi;Soir;Résident ;Reste Haute Saone;9944
2016-05-06;Vendredi;Soir;Résident ;Reste Doubs;8735
2016-05-06;Vendredi;Soir;Résident ;Haut Rhin Nord;#
2016-05-06;Vendredi;Soir;Touriste Français;Ville de Belfort;7491
