Date;JourDeLaSemaine;TypeNuitee;CategorieVisiteurs;ZoneNuitee;Volume
2016-04-27;Mercredi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-28;Jeudi;Veille;Résident ;Ville de Belfort;3906
2016-04-28;Jeudi;Veille;Résident ;Agglomeration de Belfort;8182
2016-04-28;Jeudi;Veille;Résident ;Agglomeration de Montbeliard;5155
2016-04-28;Jeudi;Veille;Résident ;Agglomeration de Hericourt;5777
2016-04-28;Jeudi;Veille;Résident ;Reste Territoire de Belfort;6612
2016-04-28;Jeudi;Veille;Résident ;Reste Haute Saone;1757
2016-04-28;Jeudi;Veille;Résident ;Reste Doubs;#
2016-04-28;Jeudi;Veille;Résident ;Haut Rhin Sud;2002
2016-04-28;Jeudi;Veille;Résident ;Haut Rhin Nord;#
2016-04-28;Jeudi;Veille;Touriste Français;Ville de Belfort;5352
2016-04-28;Jeudi;Veille;Touriste Français;Agglomeration de Belfort;8301
2016-04-28;Jeudi;Veille;Touriste Français;Agglomeration de Montbeliard;6167
2016-04-28;Jeudi;Veille;Touriste Français;Agglomeration de Hericourt;3691
2016-04-28;Jeudi;Veille;Touriste Français;Reste Territoire de Belfort;1473
2016-04-28;Jeudi;Veille;Touriste Français;Reste Haute Saone;7370
2016-04-28;Jeudi;Veille;Touriste Français;Reste Doubs;8792
2016-04-28;Jeudi;Veille;Touriste Français;Haut Rhin Sud;183
2016-04-28;Jeudi;Veille;Touriste Français;Haut Rhin Nord;8997
2016-04-28;Jeudi;Veille;Touriste Français;Vosges;2923
2016-04-28;Jeudi;Veille;Touriste Etranger;Ville de Belfort;5919
2016-04-28;Jeudi;Veille;Touriste Etranger;Agglomeration de Belfort;1303
2016-04-28;Jeudi;Veille;Touriste Etranger;Agglomeration de Montbeliard;1026
2016-04-28;Jeudi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Vosges;#
2016-04-29;Vendredi;Veille;Résident ;Ville de Belfort;9902
2016-04-29;Vendredi;Veille;Résident ;Agglomeration de Belfort;3479
2016-04-29;Vendredi;Veille;Résident ;Agglomeration de Montbeliard;5911
2016-04-29;Vendredi;Veille;Résident ;Agglomeration de Hericourt;7226
2016-04-29;Vendredi;Veille;Résident ;Reste Territoire de Belfort;5665
2016-04-29;Vendredi;Veille;Résident ;Reste Haute Saone;2955
2016-04-29;Vendredi;Veille;Résident ;Reste Doubs;2260
2016-04-29;Vendredi;Veille;Résident ;Haut Rhin Sud;3614
2016-04-29;Vendredi;Veille;Résident ;Haut Rhin Nord;#
2016-04-29;Vendredi;Veille;Touriste Français;Ville de Belfort;5638
2016-04-29;Vendredi;Veille;Touriste Français;Agglomeration de Belfort;557
2016-04-29;Vendredi;Veille;Touriste Français;Agglomeration de Montbeliard;352
2016-04-29;Vendredi;Veille;Touriste Français;Agglomeration de Hericourt;6522
2016-04-29;Vendredi;Veille;Touriste Français;Reste Territoire de Belfort;8239
2016-04-29;Vendredi;Veille;Touriste Français;Reste Haute Saone;8208
2016-04-29;Vendredi;Veille;Touriste Français;Reste Doubs;6158
2016-04-29;Vendredi;Veille;Touriste Français;Haut Rhin Sud;6035
2016-04-29;Vendredi;Veille;Touriste Français;Haut Rhin Nord;1242
2016-04-29;Vendredi;Veille;Touriste Etranger;Ville de Belfort;6020
2016-04-29;Vendredi;Veille;Touriste Etranger;Agglomeration de Belfort;7346
2016-04-29;Vendredi;Veille;Touriste Etranger;Agglomeration de Montbeliard;6690
2016-04-29;Vendredi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-04-30;Samedi;Veille;Résident ;Ville de Belfort;7504
2016-04-30;Samedi;Veille;Résident ;Agglomeration de Belfort;8147
2016-04-30;Samedi;Veille;Résident ;Agglomeration de Montbeliard;4913
2016-04-30;Samedi;Veille;Résident ;Agglomeration de Hericourt;#
2016-04-30;Samedi;Veille;Résident ;Reste Territoire de Belfort;3425
2016-04-30;Samedi;Veille;Résident ;Reste Haute Saone;#
2016-04-30;Samedi;Veille;Résident ;Vosges;#
2016-04-30;Samedi;Veille;Touriste Français;Ville de Belfort;7475
2016-04-30;Samedi;Veille;Touriste Français;Agglomeration de Belfort;3902
2016-04-30;Samedi;Veille;Touriste Français;Agglomeration de Montbeliard;8173
2016-04-30;Samedi;Veille;Touriste Français;Agglomeration de Hericourt;4575
2016-04-30;Samedi;Veille;Touriste Français;Reste Territoire de Belfort;4165
2016-04-30;Samedi;Veille;Touriste Français;Reste Haute Saone;3030
2016-04-30;Samedi;Veille;Touriste Français;Reste Doubs;4956
2016-04-30;Samedi;Veille;Touriste Français;Haut Rhin Sud;3311
2016-04-30;Samedi;Veille;Touriste Français;Haut Rhin Nord;1386
2016-04-30;Samedi;Veille;Touriste Français;Vosges;5762
2016-04-30;Samedi;Veille;Touriste Etranger;Ville de Belfort;6807
2016-04-30;Samedi;Veille;Touriste Etranger;Agglomeration de Belfort;380
2016-04-30;Samedi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-30;Samedi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-30;Samedi;Veille;Touriste Etranger;Reste Territoire de Belfort;1674
2016-04-30;Samedi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-30;Samedi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-30;Samedi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-30;Samedi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-01;Dimanche;Veille;Résident ;Ville de Belfort;8084
2016-05-01;Dimanche;Veille;Résident ;Agglomeration de Belfort;9507
2016-05-01;Dimanche;Veille;Résident ;Agglomeration de Montbeliard;6390
2016-05-01;Dimanche;Veille;Résident ;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Veille;Résident ;Reste Territoire de Belfort;5500
2016-05-01;Dimanche;Veille;Résident ;Reste Haute Saone;4220
2016-05-01;Dimanche;Veille;Résident ;Reste Doubs;9809
2016-05-01;Dimanche;Veille;Résident ;Haut Rhin Nord;#
2016-05-01;Dimanche;Veille;Résident ;Vosges;#
2016-05-01;Dimanche;Veille;Touriste Français;Ville de Belfort;1404
2016-05-01;Dimanche;Veille;Touriste Français;Agglomeration de Belfort;4760
2016-05-01;Dimanche;Veille;Touriste Français;Agglomeration de Montbeliard;9428
2016-05-01;Dimanche;Veille;Touriste Français;Agglomeration de Hericourt;8528
2016-05-01;Dimanche;Veille;Touriste Français;Reste Territoire de Belfort;#
2016-05-01;Dimanche;Veille;Touriste Français;Reste Haute Saone;8628
2016-05-01;Dimanche;Veille;Touriste Français;Reste Doubs;6955
2016-05-01;Dimanche;Veille;Touriste Français;Haut Rhin Sud;741
2016-05-01;Dimanche;Veille;Touriste Français;Haut Rhin Nord;3772
2016-05-01;Dimanche;Veille;Touriste Français;Vosges;2451
2016-05-01;Dimanche;Veille;Touriste Etranger;Ville de Belfort;7433
2016-05-01;Dimanche;Veille;Touriste Etranger;Agglomeration de Belfort;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Reste Doubs;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-02;Lundi;Veille;Résident ;Ville de Belfort;1908
2016-05-02;Lundi;Veille;Résident ;Agglomeration de Belfort;1614
2016-05-02;Lundi;Veille;Résident ;Agglomeration de Montbeliard;2972
2016-05-02;Lundi;Veille;Résident ;Agglomeration de Hericourt;8488
2016-05-02;Lundi;Veille;Résident ;Reste Territoire de Belfort;9217
2016-05-02;Lundi;Veille;Résident ;Reste Haute Saone;5379
2016-05-02;Lundi;Veille;Résident ;Reste Doubs;3668
2016-05-02;Lundi;Veille;Résident ;Haut Rhin Sud;6832
2016-05-02;Lundi;Veille;Résident ;Haut Rhin Nord;#
2016-05-02;Lundi;Veille;Touriste Français;Ville de Belfort;164
2016-05-02;Lundi;Veille;Touriste Français;Agglomeration de Belfort;3932
2016-05-02;Lundi;Veille;Touriste Français;Agglomeration de Montbeliard;3857
2016-05-02;Lundi;Veille;Touriste Français;Agglomeration de Hericourt;5632
2016-05-02;Lundi;Veille;Touriste Français;Reste Territoire de Belfort;4394
2016-05-02;Lundi;Veille;Touriste Français;Reste Haute Saone;6148
2016-05-02;Lundi;Veille;Touriste Français;Reste Doubs;5897
2016-05-02;Lundi;Veille;Touriste Français;Haut Rhin Sud;6611
2016-05-02;Lundi;Veille;Touriste Français;Haut Rhin Nord;5805
2016-05-02;Lundi;Veille;Touriste Français;Vosges;3414
2016-05-02;Lundi;Veille;Touriste Etranger;Ville de Belfort;2641
2016-05-02;Lundi;Veille;Touriste Etranger;Agglomeration de Belfort;6756
2016-05-02;Lundi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-02;Lundi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-02;Lundi;Veille;Touriste Etranger;Reste Doubs;#
2016-05-02;Lundi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-03;Mardi;Veille;Résident ;Ville de Belfort;2939
2016-05-03;Mardi;Veille;Résident ;Agglomeration de Belfort;7049
2016-05-03;Mardi;Veille;Résident ;Agglomeration de Montbeliard;1136
2016-05-03;Mardi;Veille;Résident ;Agglomeration de Hericourt;2112
2016-05-03;Mardi;Veille;Résident ;Reste Territoire de Belfort;2600
2016-05-03;Mardi;Veille;Résident ;Reste Haute Saone;1036
2016-05-03;Mardi;Veille;Résident ;Reste Doubs;#
2016-05-03;Mardi;Veille;Résident ;Haut Rhin Sud;3367
2016-05-03;Mardi;Veille;Touriste Français;Ville de Belfort;5281
2016-05-03;Mardi;Veille;Touriste Français;Agglomeration de Belfort;1132
2016-05-03;Mardi;Veille;Touriste Français;Agglomeration de Montbeliard;6019
2016-05-03;Mardi;Veille;Touriste Français;Agglomeration de Hericourt;5890
2016-05-03;Mardi;Veille;Touriste Français;Reste Territoire de Belfort;1882
2016-05-03;Mardi;Veille;Touriste Français;Reste Haute Saone;7405
2016-05-03;Mardi;Veille;Touriste Français;Reste Doubs;2411
2016-05-03;Mardi;Veille;Touriste Français;Haut Rhin Sud;6624
2016-05-03;Mardi;Veille;Touriste Français;Haut Rhin Nord;8407
2016-05-03;Mardi;Veille;Touriste Français;Vosges;#
2016-05-03;Mardi;Veille;Touriste Etranger;Ville de Belfort;7960
2016-05-03;Mardi;Veille;Touriste Etranger;Agglomeration de Belfort;7958
2016-05-03;Mardi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-03;Mardi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-03;Mardi;Veille;Touriste Etranger;Reste Territoire de Belfort;8436
2016-05-03;Mardi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-03;Mardi;Veille;Touriste Etranger;Reste Doubs;#
2016-05-03;Mardi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-03;Mardi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-04;Mercredi;Veille;Résident ;Ville de Belfort;3371
2016-05-04;Mercredi;Veille;Résident ;Agglomeration de Belfort;6071
2016-05-04;Mercredi;Veille;Résident ;Agglomeration de Montbeliard;7827
2016-05-04;Mercredi;Veille;Résident ;Agglomeration de Hericourt;2553
2016-05-04;Mercredi;Veille;Résident ;Reste Territoire de Belfort;4245
2016-05-04;Mercredi;Veille;Résident ;Reste Haute Saone;1468
2016-05-04;Mercredi;Veille;Résident ;Reste Doubs;#
2016-05-04;Mercredi;Veille;Résident ;Haut Rhin Sud;5531
2016-05-04;Mercredi;Veille;Résident ;Haut Rhin Nord;#
2016-05-04;Mercredi;Veille;Touriste Français;Ville de Belfort;7384
2016-05-04;Mercredi;Veille;Touriste Français;Agglomeration de Belfort;7272
2016-05-04;Mercredi;Veille;Touriste Français;Agglomeration de Montbeliard;9239
2016-05-04;Mercredi;Veille;Touriste Français;Agglomeration de Hericourt;5193
2016-05-04;Mercredi;Veille;Touriste Français;Reste Territoire de Belfort;7936
2016-05-04;Mercredi;Veille;Touriste Français;Reste Haute Saone;7609
2016-05-04;Mercredi;Veille;Touriste Français;Reste Doubs;2063
2016-05-04;Mercredi;Veille;Touriste Français;Haut Rhin Sud;2854
2016-05-04;Mercredi;Veille;Touriste Français;Haut Rhin Nord;6599
2016-05-04;Mercredi;Veille;Touriste Français;Vosges;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Ville de Belfort;1247
2016-05-04;Mercredi;Veille;Touriste Etranger;Agglomeration de Belfort;2684
2016-05-04;Mercredi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Reste Doubs;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Vosges;#
2016-05-05;Jeudi;Veille;Résident ;Ville de Belfort;6864
2016-05-05;Jeudi;Veille;Résident ;Agglomeration de Belfort;2118
2016-05-05;Jeudi;Veille;Résident ;Agglomeration de Montbeliard;9409
2016-05-05;Jeudi;Veille;Résident ;Agglomeration de Hericourt;3544
2016-05-05;Jeudi;Veille;Résident ;Reste Territoire de Belfort;4880
2016-05-05;Jeudi;Veille;Résident ;Reste Haute Saone;#
2016-05-05;Jeudi;Veille;Résident ;Reste Doubs;#
2016-05-05;Jeudi;Veille;Résident ;Haut Rhin Sud;3935
2016-05-05;Jeudi;Veille;Résident ;Haut Rhin Nord;#
2016-05-05;Jeudi;Veille;Touriste Français;Ville de Belfort;329
2016-05-05;Jeudi;Veille;Touriste Français;Agglomeration de Belfort;6010
2016-05-05;Jeudi;Veille;Touriste Français;Agglomeration de Montbeliard;5133
2016-05-05;Jeudi;Veille;Touriste Français;Agglomeration de Hericourt;515
2016-05-05;Jeudi;Veille;Touriste Français;Reste Territoire de Belfort;8432
2016-05-05;Jeudi;Veille;Touriste Français;Reste Haute Saone;8132
2016-05-05;Jeudi;Veille;Touriste Français;Reste Doubs;3874
2016-05-05;Jeudi;Veille;Touriste Français;Haut Rhin Sud;6604
2016-05-05;Jeudi;Veille;Touriste Français;Haut Rhin Nord;4322
2016-05-05;Jeudi;Veille;Touriste Français;Vosges;6666
2016-05-05;Jeudi;Veille;Touriste Etranger;Ville de Belfort;3427
2016-05-05;Jeudi;Veille;Touriste Etranger;Agglomeration de Belfort;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Vosges;#
