Date;JourDeLaSemaine;Genre;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-23;Samedi;CUMUL;Visiteur;6J;Résident ;All-FIMU;6407
2016-04-23;Samedi;CUMUL;Visiteur;6J;Touriste Français;All-FIMU;6147
2016-04-23;Samedi;CUMUL;Visiteur;7J;Résident ;All-FIMU;5350
2016-04-23;Samedi;CUMUL;Visiteur;7J;Touriste Français;All-FIMU;2507
2016-04-23;Samedi;CUMUL;Visiteur;8J;Résident ;All-FIMU;9578
2016-04-23;Samedi;CUMUL;Visiteur;8J;Touriste Français;All-FIMU;8558
2016-04-23;Samedi;CUMUL;Visiteur;9J;Résident ;All-FIMU;2091
2016-04-23;Samedi;CUMUL;Visiteur;9J;Touriste Français;All-FIMU;7874
2016-04-23;Samedi;CUMUL;Visiteur;10J;Résident ;All-FIMU;9963
2016-04-23;Samedi;CUMUL;Visiteur;10J;Touriste Français;All-FIMU;6601
2016-04-23;Samedi;CUMUL;Visiteur;11J;Résident ;All-FIMU;1873
2016-04-23;Samedi;CUMUL;Visiteur;11J;Touriste Français;All-FIMU;5828
2016-04-23;Samedi;CUMUL;Visiteur;12J;Résident ;All-FIMU;6415
2016-04-23;Samedi;CUMUL;Visiteur;12J;Touriste Français;All-FIMU;4712
2016-04-23;Samedi;CUMUL;Visiteur;13J;Résident ;All-FIMU;2864
2016-04-23;Samedi;CUMUL;Visiteur;13J;Touriste Français;All-FIMU;6732
2016-04-23;Samedi;CUMUL;Visiteur;14J;Résident ;All-FIMU;7898
2016-04-23;Samedi;CUMUL;Visiteur;14J;Touriste Français;All-FIMU;9835
2016-04-23;Samedi;F;Visiteur;1J;Résident ;All-FIMU;5448
2016-04-23;Samedi;F;Visiteur;1J;Touriste Français;All-FIMU;3515
2016-04-23;Samedi;F;Visiteur;2J;Résident ;All-FIMU;7181
2016-04-23;Samedi;F;Visiteur;2J;Touriste Français;All-FIMU;2174
2016-04-23;Samedi;F;Visiteur;3J;Résident ;All-FIMU;6114
2016-04-23;Samedi;F;Visiteur;3J;Touriste Français;All-FIMU;2889
2016-04-23;Samedi;F;Visiteur;4J;Résident ;All-FIMU;3022
2016-04-23;Samedi;F;Visiteur;4J;Touriste Français;All-FIMU;5460
2016-04-23;Samedi;F;Visiteur;5J;Résident ;All-FIMU;1309
2016-04-23;Samedi;F;Visiteur;5J;Touriste Français;All-FIMU;28
2016-04-23;Samedi;F;Visiteur;6J;Résident ;All-FIMU;8482
2016-04-23;Samedi;F;Visiteur;6J;Touriste Français;All-FIMU;4921
2016-04-23;Samedi;F;Visiteur;7J;Résident ;All-FIMU;275
2016-04-23;Samedi;F;Visiteur;7J;Touriste Français;All-FIMU;6896
2016-04-23;Samedi;F;Visiteur;8J;Résident ;All-FIMU;6912
2016-04-23;Samedi;F;Visiteur;8J;Touriste Français;All-FIMU;3293
2016-04-23;Samedi;F;Visiteur;9J;Résident ;All-FIMU;7795
2016-04-23;Samedi;F;Visiteur;9J;Touriste Français;All-FIMU;484
2016-04-23;Samedi;F;Visiteur;10J;Résident ;All-FIMU;4062
2016-04-23;Samedi;F;Visiteur;10J;Touriste Français;All-FIMU;8356
2016-04-23;Samedi;F;Visiteur;11J;Résident ;All-FIMU;3155
2016-04-23;Samedi;F;Visiteur;11J;Touriste Français;All-FIMU;6611
2016-04-23;Samedi;F;Visiteur;12J;Résident ;All-FIMU;664
2016-04-23;Samedi;F;Visiteur;12J;Touriste Français;All-FIMU;4727
2016-04-23;Samedi;F;Visiteur;13J;Résident ;All-FIMU;2680
2016-04-23;Samedi;F;Visiteur;13J;Touriste Français;All-FIMU;501
2016-04-23;Samedi;F;Visiteur;14J;Résident ;All-FIMU;3291
2016-04-23;Samedi;F;Visiteur;14J;Touriste Français;All-FIMU;2935
2016-04-23;Samedi;H;Visiteur;1J;Résident ;All-FIMU;8317
2016-04-23;Samedi;H;Visiteur;1J;Touriste Français;All-FIMU;8460
2016-04-23;Samedi;H;Visiteur;2J;Résident ;All-FIMU;8356
2016-04-23;Samedi;H;Visiteur;2J;Touriste Français;All-FIMU;5883
2016-04-23;Samedi;H;Visiteur;3J;Résident ;All-FIMU;1921
2016-04-23;Samedi;H;Visiteur;3J;Touriste Français;All-FIMU;9175
2016-04-23;Samedi;H;Visiteur;4J;Résident ;All-FIMU;1931
2016-04-23;Samedi;H;Visiteur;4J;Touriste Français;All-FIMU;9527
2016-04-23;Samedi;H;Visiteur;5J;Résident ;All-FIMU;1660
2016-04-23;Samedi;H;Visiteur;5J;Touriste Français;All-FIMU;4080
2016-04-23;Samedi;H;Visiteur;6J;Résident ;All-FIMU;5469
2016-04-23;Samedi;H;Visiteur;6J;Touriste Français;All-FIMU;9146
2016-04-23;Samedi;H;Visiteur;7J;Résident ;All-FIMU;9300
2016-04-23;Samedi;H;Visiteur;7J;Touriste Français;All-FIMU;5340
2016-04-23;Samedi;H;Visiteur;8J;Résident ;All-FIMU;6691
2016-04-23;Samedi;H;Visiteur;8J;Touriste Français;All-FIMU;5191
2016-04-23;Samedi;H;Visiteur;9J;Résident ;All-FIMU;3943
2016-04-23;Samedi;H;Visiteur;9J;Touriste Français;All-FIMU;9386
2016-04-23;Samedi;H;Visiteur;10J;Résident ;All-FIMU;8583
2016-04-23;Samedi;H;Visiteur;10J;Touriste Français;All-FIMU;3912
2016-04-23;Samedi;H;Visiteur;11J;Résident ;All-FIMU;2050
2016-04-23;Samedi;H;Visiteur;11J;Touriste Français;All-FIMU;9379
2016-04-23;Samedi;H;Visiteur;12J;Résident ;All-FIMU;3917
2016-04-23;Samedi;H;Visiteur;12J;Touriste Français;All-FIMU;642
2016-04-23;Samedi;H;Visiteur;13J;Résident ;All-FIMU;7742
2016-04-23;Samedi;H;Visiteur;13J;Touriste Français;All-FIMU;4190
2016-04-23;Samedi;H;Visiteur;14J;Résident ;All-FIMU;5920
2016-04-23;Samedi;H;Visiteur;14J;Touriste Français;All-FIMU;6689
2016-04-23;Samedi;NR;Visiteur;1J;Résident ;All-FIMU;1782
2016-04-23;Samedi;NR;Visiteur;1J;Touriste Français;All-FIMU;7067
2016-04-23;Samedi;NR;Visiteur;2J;Résident ;All-FIMU;2290
2016-04-23;Samedi;NR;Visiteur;2J;Touriste Français;All-FIMU;4428
2016-04-23;Samedi;NR;Visiteur;3J;Résident ;All-FIMU;6163
2016-04-23;Samedi;NR;Visiteur;3J;Touriste Français;All-FIMU;8447
2016-04-23;Samedi;NR;Visiteur;4J;Résident ;All-FIMU;2730
2016-04-23;Samedi;NR;Visiteur;4J;Touriste Français;All-FIMU;4300
2016-04-23;Samedi;NR;Visiteur;5J;Résident ;All-FIMU;7393
2016-04-23;Samedi;NR;Visiteur;5J;Touriste Français;All-FIMU;5666
2016-04-23;Samedi;NR;Visiteur;6J;Résident ;All-FIMU;2112
2016-04-23;Samedi;NR;Visiteur;6J;Touriste Français;All-FIMU;3262
2016-04-23;Samedi;NR;Visiteur;7J;Résident ;All-FIMU;7873
2016-04-23;Samedi;NR;Visiteur;7J;Touriste Français;All-FIMU;9568
2016-04-23;Samedi;NR;Visiteur;8J;Résident ;All-FIMU;2019
2016-04-23;Samedi;NR;Visiteur;8J;Touriste Français;All-FIMU;1634
2016-04-23;Samedi;NR;Visiteur;9J;Résident ;All-FIMU;2556
2016-04-23;Samedi;NR;Visiteur;9J;Touriste Français;All-FIMU;3095
2016-04-23;Samedi;NR;Visiteur;10J;Résident ;All-FIMU;3648
2016-04-23;Samedi;NR;Visiteur;10J;Touriste Français;All-FIMU;5063
2016-04-23;Samedi;NR;Visiteur;11J;Résident ;All-FIMU;9850
2016-04-23;Samedi;NR;Visiteur;11J;Touriste Français;All-FIMU;861
2016-04-23;Samedi;NR;Visiteur;12J;Résident ;All-FIMU;7528
2016-04-23;Samedi;NR;Visiteur;12J;Touriste Français;All-FIMU;9355
2016-04-23;Samedi;NR;Visiteur;13J;Résident ;All-FIMU;9879
2016-04-23;Samedi;NR;Visiteur;13J;Touriste Français;All-FIMU;4797
2016-04-23;Samedi;NR;Visiteur;14J;Résident ;All-FIMU;9994
2016-04-23;Samedi;NR;Visiteur;14J;Touriste Français;All-FIMU;7632
2016-04-24;Dimanche;CUMUL;Visiteur;1J;Résident ;All-FIMU;3201
2016-04-24;Dimanche;CUMUL;Visiteur;1J;Touriste Français;All-FIMU;7057
2016-04-24;Dimanche;CUMUL;Visiteur;2J;Résident ;All-FIMU;8945
2016-04-24;Dimanche;CUMUL;Visiteur;2J;Touriste Français;All-FIMU;6020
2016-04-24;Dimanche;CUMUL;Visiteur;3J;Résident ;All-FIMU;6884
2016-04-24;Dimanche;CUMUL;Visiteur;3J;Touriste Français;All-FIMU;5127
2016-04-24;Dimanche;CUMUL;Visiteur;4J;Résident ;All-FIMU;4415
2016-04-24;Dimanche;CUMUL;Visiteur;4J;Touriste Français;All-FIMU;5057
2016-04-24;Dimanche;CUMUL;Visiteur;5J;Résident ;All-FIMU;3177
2016-04-24;Dimanche;CUMUL;Visiteur;5J;Touriste Français;All-FIMU;7471
2016-04-24;Dimanche;CUMUL;Visiteur;6J;Résident ;All-FIMU;5001
2016-04-24;Dimanche;CUMUL;Visiteur;6J;Touriste Français;All-FIMU;692
2016-04-24;Dimanche;CUMUL;Visiteur;7J;Résident ;All-FIMU;5028
2016-04-24;Dimanche;CUMUL;Visiteur;7J;Touriste Français;All-FIMU;6203
2016-04-24;Dimanche;CUMUL;Visiteur;8J;Résident ;All-FIMU;8652
2016-04-24;Dimanche;CUMUL;Visiteur;8J;Touriste Français;All-FIMU;9834
2016-04-24;Dimanche;CUMUL;Visiteur;9J;Résident ;All-FIMU;4857
2016-04-24;Dimanche;CUMUL;Visiteur;9J;Touriste Français;All-FIMU;8734
2016-04-24;Dimanche;CUMUL;Visiteur;10J;Résident ;All-FIMU;9630
2016-04-24;Dimanche;CUMUL;Visiteur;10J;Touriste Français;All-FIMU;4643
2016-04-24;Dimanche;CUMUL;Visiteur;11J;Résident ;All-FIMU;2748
2016-04-24;Dimanche;CUMUL;Visiteur;11J;Touriste Français;All-FIMU;5048
2016-04-24;Dimanche;CUMUL;Visiteur;12J;Résident ;All-FIMU;4169
2016-04-24;Dimanche;CUMUL;Visiteur;12J;Touriste Français;All-FIMU;437
2016-04-24;Dimanche;CUMUL;Visiteur;13J;Résident ;All-FIMU;933
2016-04-24;Dimanche;CUMUL;Visiteur;13J;Touriste Français;All-FIMU;8768
2016-04-24;Dimanche;CUMUL;Visiteur;14J;Résident ;All-FIMU;4091
2016-04-24;Dimanche;CUMUL;Visiteur;14J;Touriste Français;All-FIMU;7379
2016-04-24;Dimanche;F;Visiteur;1J;Résident ;All-FIMU;4088
2016-04-24;Dimanche;F;Visiteur;1J;Touriste Français;All-FIMU;7395
2016-04-24;Dimanche;F;Visiteur;2J;Résident ;All-FIMU;7011
2016-04-24;Dimanche;F;Visiteur;2J;Touriste Français;All-FIMU;1937
2016-04-24;Dimanche;F;Visiteur;3J;Résident ;All-FIMU;5068
2016-04-24;Dimanche;F;Visiteur;3J;Touriste Français;All-FIMU;2817
2016-04-24;Dimanche;F;Visiteur;4J;Résident ;All-FIMU;8261
2016-04-24;Dimanche;F;Visiteur;4J;Touriste Français;All-FIMU;3247
2016-04-24;Dimanche;F;Visiteur;5J;Résident ;All-FIMU;6720
2016-04-24;Dimanche;F;Visiteur;5J;Touriste Français;All-FIMU;7595
2016-04-24;Dimanche;F;Visiteur;6J;Résident ;All-FIMU;8675
2016-04-24;Dimanche;F;Visiteur;6J;Touriste Français;All-FIMU;7311
2016-04-24;Dimanche;F;Visiteur;7J;Résident ;All-FIMU;2741
2016-04-24;Dimanche;F;Visiteur;7J;Touriste Français;All-FIMU;47
2016-04-24;Dimanche;F;Visiteur;8J;Résident ;All-FIMU;8592
2016-04-24;Dimanche;F;Visiteur;8J;Touriste Français;All-FIMU;953
2016-04-24;Dimanche;F;Visiteur;9J;Résident ;All-FIMU;25
2016-04-24;Dimanche;F;Visiteur;9J;Touriste Français;All-FIMU;3658
2016-04-24;Dimanche;F;Visiteur;10J;Résident ;All-FIMU;3099
2016-04-24;Dimanche;F;Visiteur;10J;Touriste Français;All-FIMU;6664
2016-04-24;Dimanche;F;Visiteur;11J;Résident ;All-FIMU;7045
2016-04-24;Dimanche;F;Visiteur;11J;Touriste Français;All-FIMU;8937
2016-04-24;Dimanche;F;Visiteur;12J;Résident ;All-FIMU;5387
2016-04-24;Dimanche;F;Visiteur;12J;Touriste Français;All-FIMU;5837
2016-04-24;Dimanche;F;Visiteur;13J;Résident ;All-FIMU;2834
2016-04-24;Dimanche;F;Visiteur;13J;Touriste Français;All-FIMU;690
2016-04-24;Dimanche;F;Visiteur;14J;Résident ;All-FIMU;6258
2016-04-24;Dimanche;F;Visiteur;14J;Touriste Français;All-FIMU;7141
2016-04-24;Dimanche;H;Visiteur;1J;Résident ;All-FIMU;7263
2016-04-24;Dimanche;H;Visiteur;1J;Touriste Français;All-FIMU;5572
2016-04-24;Dimanche;H;Visiteur;2J;Résident ;All-FIMU;3789
2016-04-24;Dimanche;H;Visiteur;2J;Touriste Français;All-FIMU;4510
2016-04-24;Dimanche;H;Visiteur;3J;Résident ;All-FIMU;5185
2016-04-24;Dimanche;H;Visiteur;3J;Touriste Français;All-FIMU;1192
2016-04-24;Dimanche;H;Visiteur;4J;Résident ;All-FIMU;9835
2016-04-24;Dimanche;H;Visiteur;4J;Touriste Français;All-FIMU;8782
2016-04-24;Dimanche;H;Visiteur;5J;Résident ;All-FIMU;6971
2016-04-24;Dimanche;H;Visiteur;5J;Touriste Français;All-FIMU;3675
2016-04-24;Dimanche;H;Visiteur;6J;Résident ;All-FIMU;8357
2016-04-24;Dimanche;H;Visiteur;6J;Touriste Français;All-FIMU;6343
2016-04-24;Dimanche;H;Visiteur;7J;Résident ;All-FIMU;7776
2016-04-24;Dimanche;H;Visiteur;7J;Touriste Français;All-FIMU;8596
2016-04-24;Dimanche;H;Visiteur;8J;Résident ;All-FIMU;1419
2016-04-24;Dimanche;H;Visiteur;8J;Touriste Français;All-FIMU;9107
2016-04-24;Dimanche;H;Visiteur;9J;Résident ;All-FIMU;28
2016-04-24;Dimanche;H;Visiteur;9J;Touriste Français;All-FIMU;2189
2016-04-24;Dimanche;H;Visiteur;10J;Résident ;All-FIMU;7415
2016-04-24;Dimanche;H;Visiteur;10J;Touriste Français;All-FIMU;2458
2016-04-24;Dimanche;H;Visiteur;11J;Résident ;All-FIMU;1789
2016-04-24;Dimanche;H;Visiteur;11J;Touriste Français;All-FIMU;9605
2016-04-24;Dimanche;H;Visiteur;12J;Résident ;All-FIMU;242
2016-04-24;Dimanche;H;Visiteur;12J;Touriste Français;All-FIMU;7259
2016-04-24;Dimanche;H;Visiteur;13J;Résident ;All-FIMU;2500
2016-04-24;Dimanche;H;Visiteur;13J;Touriste Français;All-FIMU;7178
2016-04-24;Dimanche;H;Visiteur;14J;Résident ;All-FIMU;9726
2016-04-24;Dimanche;H;Visiteur;14J;Touriste Français;All-FIMU;3951
2016-04-24;Dimanche;NR;Visiteur;1J;Résident ;All-FIMU;5388
2016-04-24;Dimanche;NR;Visiteur;1J;Touriste Français;All-FIMU;9189
2016-04-24;Dimanche;NR;Visiteur;2J;Résident ;All-FIMU;4869
2016-04-24;Dimanche;NR;Visiteur;2J;Touriste Français;All-FIMU;271
2016-04-24;Dimanche;NR;Visiteur;3J;Résident ;All-FIMU;6690
2016-04-24;Dimanche;NR;Visiteur;3J;Touriste Français;All-FIMU;1600
2016-04-24;Dimanche;NR;Visiteur;4J;Résident ;All-FIMU;3395
2016-04-24;Dimanche;NR;Visiteur;4J;Touriste Français;All-FIMU;5802
2016-04-24;Dimanche;NR;Visiteur;5J;Résident ;All-FIMU;8293
2016-04-24;Dimanche;NR;Visiteur;5J;Touriste Français;All-FIMU;5361
2016-04-24;Dimanche;NR;Visiteur;6J;Résident ;All-FIMU;7160
2016-04-24;Dimanche;NR;Visiteur;6J;Touriste Français;All-FIMU;3565
2016-04-24;Dimanche;NR;Visiteur;7J;Résident ;All-FIMU;9070
2016-04-24;Dimanche;NR;Visiteur;7J;Touriste Français;All-FIMU;9581
2016-04-24;Dimanche;NR;Visiteur;8J;Résident ;All-FIMU;5243
2016-04-24;Dimanche;NR;Visiteur;8J;Touriste Français;All-FIMU;8917
2016-04-24;Dimanche;NR;Visiteur;9J;Résident ;All-FIMU;114
2016-04-24;Dimanche;NR;Visiteur;9J;Touriste Français;All-FIMU;6153
2016-04-24;Dimanche;NR;Visiteur;10J;Résident ;All-FIMU;2576
2016-04-24;Dimanche;NR;Visiteur;10J;Touriste Français;All-FIMU;6109
2016-04-24;Dimanche;NR;Visiteur;11J;Résident ;All-FIMU;8159
2016-04-24;Dimanche;NR;Visiteur;11J;Touriste Français;All-FIMU;5261
2016-04-24;Dimanche;NR;Visiteur;12J;Résident ;All-FIMU;402
2016-04-24;Dimanche;NR;Visiteur;12J;Touriste Français;All-FIMU;8864
2016-04-24;Dimanche;NR;Visiteur;13J;Résident ;All-FIMU;1265
2016-04-24;Dimanche;NR;Visiteur;13J;Touriste Français;All-FIMU;4136
2016-04-24;Dimanche;NR;Visiteur;14J;Résident ;All-FIMU;5199
2016-04-24;Dimanche;NR;Visiteur;14J;Touriste Français;All-FIMU;8830
2016-04-25;Lundi;CUMUL;Visiteur;1J;Résident ;All-FIMU;132
2016-04-25;Lundi;CUMUL;Visiteur;1J;Touriste Français;All-FIMU;6010
2016-04-25;Lundi;CUMUL;Visiteur;2J;Résident ;All-FIMU;5918
