Date;JourDeLaSemaine;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-27;Mercredi;Visiteur;6J;Résident ;All-FIMU;3110
2016-04-27;Mercredi;Visiteur;6J;Touriste Français;All-FIMU;2473
2016-04-27;Mercredi;Visiteur;6J;Touriste Etranger;All-FIMU;2546
2016-04-27;Mercredi;Visiteur;7J;Résident ;All-FIMU;6850
2016-04-27;Mercredi;Visiteur;7J;Touriste Français;All-FIMU;3801
2016-04-27;Mercredi;Visiteur;7J;Touriste Etranger;All-FIMU;7066
2016-04-27;Mercredi;Visiteur;8J;Résident ;All-FIMU;7300
2016-04-27;Mercredi;Visiteur;8J;Touriste Français;All-FIMU;2763
2016-04-27;Mercredi;Visiteur;8J;Touriste Etranger;All-FIMU;3608
2016-04-27;Mercredi;Visiteur;9J;Résident ;All-FIMU;6776
2016-04-27;Mercredi;Visiteur;9J;Touriste Français;All-FIMU;6855
2016-04-27;Mercredi;Visiteur;9J;Touriste Etranger;All-FIMU;6231
2016-04-27;Mercredi;Visiteur;10J;Résident ;All-FIMU;757
2016-04-27;Mercredi;Visiteur;10J;Touriste Français;All-FIMU;8103
2016-04-27;Mercredi;Visiteur;10J;Touriste Etranger;All-FIMU;3944
2016-04-27;Mercredi;Visiteur;11J;Résident ;All-FIMU;8193
2016-04-27;Mercredi;Visiteur;11J;Touriste Français;All-FIMU;1704
2016-04-27;Mercredi;Visiteur;11J;Touriste Etranger;All-FIMU;9546
2016-04-27;Mercredi;Visiteur;12J;Résident ;All-FIMU;9157
2016-04-27;Mercredi;Visiteur;12J;Touriste Français;All-FIMU;4279
2016-04-27;Mercredi;Visiteur;12J;Touriste Etranger;All-FIMU;31
2016-04-27;Mercredi;Visiteur;13J;Résident ;All-FIMU;8562
2016-04-27;Mercredi;Visiteur;13J;Touriste Français;All-FIMU;4881
2016-04-27;Mercredi;Visiteur;13J;Touriste Etranger;All-FIMU;9437
2016-04-27;Mercredi;Visiteur;14J;Résident ;All-FIMU;1606
2016-04-27;Mercredi;Visiteur;14J;Touriste Français;All-FIMU;6008
2016-04-27;Mercredi;Visiteur;14J;Touriste Etranger;All-FIMU;8671
2016-04-28;Jeudi;Visiteur;1J;Résident ;All-FIMU;2392
2016-04-28;Jeudi;Visiteur;1J;Touriste Français;All-FIMU;5728
2016-04-28;Jeudi;Visiteur;1J;Touriste Etranger;All-FIMU;8448
2016-04-28;Jeudi;Visiteur;2J;Résident ;All-FIMU;3414
2016-04-28;Jeudi;Visiteur;2J;Touriste Français;All-FIMU;2013
2016-04-28;Jeudi;Visiteur;2J;Touriste Etranger;All-FIMU;7409
2016-04-28;Jeudi;Visiteur;3J;Résident ;All-FIMU;7092
2016-04-28;Jeudi;Visiteur;3J;Touriste Français;All-FIMU;1868
2016-04-28;Jeudi;Visiteur;3J;Touriste Etranger;All-FIMU;1045
2016-04-28;Jeudi;Visiteur;4J;Résident ;All-FIMU;7950
2016-04-28;Jeudi;Visiteur;4J;Touriste Français;All-FIMU;5874
2016-04-28;Jeudi;Visiteur;4J;Touriste Etranger;All-FIMU;6898
2016-04-28;Jeudi;Visiteur;5J;Résident ;All-FIMU;8237
2016-04-28;Jeudi;Visiteur;5J;Touriste Français;All-FIMU;7541
2016-04-28;Jeudi;Visiteur;5J;Touriste Etranger;All-FIMU;6118
2016-04-28;Jeudi;Visiteur;6J;Résident ;All-FIMU;9628
2016-04-28;Jeudi;Visiteur;6J;Touriste Français;All-FIMU;9757
2016-04-28;Jeudi;Visiteur;6J;Touriste Etranger;All-FIMU;2169
2016-04-28;Jeudi;Visiteur;7J;Résident ;All-FIMU;3677
2016-04-28;Jeudi;Visiteur;7J;Touriste Français;All-FIMU;9180
2016-04-28;Jeudi;Visiteur;7J;Touriste Etranger;All-FIMU;6590
2016-04-28;Jeudi;Visiteur;8J;Résident ;All-FIMU;6573
2016-04-28;Jeudi;Visiteur;8J;Touriste Français;All-FIMU;9109
2016-04-28;Jeudi;Visiteur;8J;Touriste Etranger;All-FIMU;8455
2016-04-28;Jeudi;Visiteur;9J;Résident ;All-FIMU;7728
2016-04-28;Jeudi;Visiteur;9J;Touriste Français;All-FIMU;9278
2016-04-28;Jeudi;Visiteur;9J;Touriste Etranger;All-FIMU;2388
2016-04-28;Jeudi;Visiteur;10J;Résident ;All-FIMU;7374
2016-04-28;Jeudi;Visiteur;10J;Touriste Français;All-FIMU;1182
2016-04-28;Jeudi;Visiteur;10J;Touriste Etranger;All-FIMU;9005
2016-04-28;Jeudi;Visiteur;11J;Résident ;All-FIMU;4870
2016-04-28;Jeudi;Visiteur;11J;Touriste Français;All-FIMU;4711
2016-04-28;Jeudi;Visiteur;11J;Touriste Etranger;All-FIMU;124
2016-04-28;Jeudi;Visiteur;12J;Résident ;All-FIMU;5752
2016-04-28;Jeudi;Visiteur;12J;Touriste Français;All-FIMU;8871
2016-04-28;Jeudi;Visiteur;12J;Touriste Etranger;All-FIMU;3777
2016-04-28;Jeudi;Visiteur;13J;Résident ;All-FIMU;5053
2016-04-28;Jeudi;Visiteur;13J;Touriste Français;All-FIMU;4229
2016-04-28;Jeudi;Visiteur;13J;Touriste Etranger;All-FIMU;6324
2016-04-28;Jeudi;Visiteur;14J;Résident ;All-FIMU;3459
2016-04-28;Jeudi;Visiteur;14J;Touriste Français;All-FIMU;7075
2016-04-28;Jeudi;Visiteur;14J;Touriste Etranger;All-FIMU;3171
2016-04-29;Vendredi;Visiteur;1J;Résident ;All-FIMU;1265
2016-04-29;Vendredi;Visiteur;1J;Touriste Français;All-FIMU;7998
2016-04-29;Vendredi;Visiteur;1J;Touriste Etranger;All-FIMU;4191
2016-04-29;Vendredi;Visiteur;2J;Résident ;All-FIMU;7835
2016-04-29;Vendredi;Visiteur;2J;Touriste Français;All-FIMU;4562
2016-04-29;Vendredi;Visiteur;2J;Touriste Etranger;All-FIMU;7835
2016-04-29;Vendredi;Visiteur;3J;Résident ;All-FIMU;6778
2016-04-29;Vendredi;Visiteur;3J;Touriste Français;All-FIMU;5373
2016-04-29;Vendredi;Visiteur;3J;Touriste Etranger;All-FIMU;3619
2016-04-29;Vendredi;Visiteur;4J;Résident ;All-FIMU;1215
2016-04-29;Vendredi;Visiteur;4J;Touriste Français;All-FIMU;2472
2016-04-29;Vendredi;Visiteur;4J;Touriste Etranger;All-FIMU;8713
2016-04-29;Vendredi;Visiteur;5J;Résident ;All-FIMU;7160
2016-04-29;Vendredi;Visiteur;5J;Touriste Français;All-FIMU;1360
2016-04-29;Vendredi;Visiteur;5J;Touriste Etranger;All-FIMU;297
2016-04-29;Vendredi;Visiteur;6J;Résident ;All-FIMU;3661
2016-04-29;Vendredi;Visiteur;6J;Touriste Français;All-FIMU;5728
2016-04-29;Vendredi;Visiteur;6J;Touriste Etranger;All-FIMU;8976
2016-04-29;Vendredi;Visiteur;7J;Résident ;All-FIMU;3286
2016-04-29;Vendredi;Visiteur;7J;Touriste Français;All-FIMU;9106
2016-04-29;Vendredi;Visiteur;7J;Touriste Etranger;All-FIMU;8528
2016-04-29;Vendredi;Visiteur;8J;Résident ;All-FIMU;2436
2016-04-29;Vendredi;Visiteur;8J;Touriste Français;All-FIMU;6334
2016-04-29;Vendredi;Visiteur;8J;Touriste Etranger;All-FIMU;8401
2016-04-29;Vendredi;Visiteur;9J;Résident ;All-FIMU;6133
2016-04-29;Vendredi;Visiteur;9J;Touriste Français;All-FIMU;102
2016-04-29;Vendredi;Visiteur;9J;Touriste Etranger;All-FIMU;4989
2016-04-29;Vendredi;Visiteur;10J;Résident ;All-FIMU;5679
2016-04-29;Vendredi;Visiteur;10J;Touriste Français;All-FIMU;6673
2016-04-29;Vendredi;Visiteur;10J;Touriste Etranger;All-FIMU;2058
2016-04-29;Vendredi;Visiteur;11J;Résident ;All-FIMU;540
2016-04-29;Vendredi;Visiteur;11J;Touriste Français;All-FIMU;580
2016-04-29;Vendredi;Visiteur;11J;Touriste Etranger;All-FIMU;1488
2016-04-29;Vendredi;Visiteur;12J;Résident ;All-FIMU;4606
2016-04-29;Vendredi;Visiteur;12J;Touriste Français;All-FIMU;3721
2016-04-29;Vendredi;Visiteur;12J;Touriste Etranger;All-FIMU;5493
2016-04-29;Vendredi;Visiteur;13J;Résident ;All-FIMU;4532
2016-04-29;Vendredi;Visiteur;13J;Touriste Français;All-FIMU;4059
2016-04-29;Vendredi;Visiteur;13J;Touriste Etranger;All-FIMU;7111
2016-04-29;Vendredi;Visiteur;14J;Résident ;All-FIMU;148
2016-04-29;Vendredi;Visiteur;14J;Touriste Français;All-FIMU;9384
2016-04-29;Vendredi;Visiteur;14J;Touriste Etranger;All-FIMU;5857
2016-04-30;Samedi;Visiteur;1J;Résident ;All-FIMU;8566
2016-04-30;Samedi;Visiteur;1J;Touriste Français;All-FIMU;6461
2016-04-30;Samedi;Visiteur;1J;Touriste Etranger;All-FIMU;3126
2016-04-30;Samedi;Visiteur;2J;Résident ;All-FIMU;7575
2016-04-30;Samedi;Visiteur;2J;Touriste Français;All-FIMU;1510
2016-04-30;Samedi;Visiteur;2J;Touriste Etranger;All-FIMU;21
2016-04-30;Samedi;Visiteur;3J;Résident ;All-FIMU;7098
2016-04-30;Samedi;Visiteur;3J;Touriste Français;All-FIMU;7054
2016-04-30;Samedi;Visiteur;3J;Touriste Etranger;All-FIMU;1806
2016-04-30;Samedi;Visiteur;4J;Résident ;All-FIMU;1934
2016-04-30;Samedi;Visiteur;4J;Touriste Français;All-FIMU;6398
2016-04-30;Samedi;Visiteur;4J;Touriste Etranger;All-FIMU;2409
2016-04-30;Samedi;Visiteur;5J;Résident ;All-FIMU;653
2016-04-30;Samedi;Visiteur;5J;Touriste Français;All-FIMU;1784
2016-04-30;Samedi;Visiteur;5J;Touriste Etranger;All-FIMU;4010
2016-04-30;Samedi;Visiteur;6J;Résident ;All-FIMU;7599
2016-04-30;Samedi;Visiteur;6J;Touriste Français;All-FIMU;4478
2016-04-30;Samedi;Visiteur;6J;Touriste Etranger;All-FIMU;6994
2016-04-30;Samedi;Visiteur;7J;Résident ;All-FIMU;6713
2016-04-30;Samedi;Visiteur;7J;Touriste Français;All-FIMU;2440
2016-04-30;Samedi;Visiteur;7J;Touriste Etranger;All-FIMU;8969
2016-04-30;Samedi;Visiteur;8J;Résident ;All-FIMU;1282
2016-04-30;Samedi;Visiteur;8J;Touriste Français;All-FIMU;2274
2016-04-30;Samedi;Visiteur;8J;Touriste Etranger;All-FIMU;4784
