Date;JourDeLaSemaine;Age;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-22;Vendredi;NR;Visiteur;10J;Résident ;All-FIMU;5268
2016-04-22;Vendredi;NR;Visiteur;10J;Touriste Français;All-FIMU;4238
2016-04-22;Vendredi;NR;Visiteur;11J;Résident ;All-FIMU;1574
2016-04-22;Vendredi;NR;Visiteur;11J;Touriste Français;All-FIMU;2418
2016-04-22;Vendredi;NR;Visiteur;12J;Résident ;All-FIMU;8862
2016-04-22;Vendredi;NR;Visiteur;12J;Touriste Français;All-FIMU;1842
2016-04-22;Vendredi;NR;Visiteur;13J;Résident ;All-FIMU;1134
2016-04-22;Vendredi;NR;Visiteur;13J;Touriste Français;All-FIMU;3336
2016-04-22;Vendredi;NR;Visiteur;14J;Résident ;All-FIMU;544
2016-04-22;Vendredi;NR;Visiteur;14J;Touriste Français;All-FIMU;1464
2016-04-23;Samedi;CUMUL;Visiteur;1J;Résident ;All-FIMU;6294
2016-04-23;Samedi;CUMUL;Visiteur;1J;Touriste Français;All-FIMU;5798
2016-04-23;Samedi;CUMUL;Visiteur;2J;Résident ;All-FIMU;6949
2016-04-23;Samedi;CUMUL;Visiteur;2J;Touriste Français;All-FIMU;2253
2016-04-23;Samedi;CUMUL;Visiteur;3J;Résident ;All-FIMU;4996
2016-04-23;Samedi;CUMUL;Visiteur;3J;Touriste Français;All-FIMU;9704
2016-04-23;Samedi;CUMUL;Visiteur;4J;Résident ;All-FIMU;6539
2016-04-23;Samedi;CUMUL;Visiteur;4J;Touriste Français;All-FIMU;459
2016-04-23;Samedi;CUMUL;Visiteur;5J;Résident ;All-FIMU;5062
2016-04-23;Samedi;CUMUL;Visiteur;5J;Touriste Français;All-FIMU;7278
2016-04-23;Samedi;CUMUL;Visiteur;6J;Résident ;All-FIMU;3186
2016-04-23;Samedi;CUMUL;Visiteur;6J;Touriste Français;All-FIMU;8898
2016-04-23;Samedi;CUMUL;Visiteur;7J;Résident ;All-FIMU;2490
2016-04-23;Samedi;CUMUL;Visiteur;7J;Touriste Français;All-FIMU;3999
2016-04-23;Samedi;CUMUL;Visiteur;8J;Résident ;All-FIMU;6699
2016-04-23;Samedi;CUMUL;Visiteur;8J;Touriste Français;All-FIMU;6374
2016-04-23;Samedi;CUMUL;Visiteur;9J;Résident ;All-FIMU;4022
2016-04-23;Samedi;CUMUL;Visiteur;9J;Touriste Français;All-FIMU;4654
2016-04-23;Samedi;CUMUL;Visiteur;10J;Résident ;All-FIMU;5511
2016-04-23;Samedi;CUMUL;Visiteur;10J;Touriste Français;All-FIMU;5266
2016-04-23;Samedi;CUMUL;Visiteur;11J;Résident ;All-FIMU;1444
2016-04-23;Samedi;CUMUL;Visiteur;11J;Touriste Français;All-FIMU;1695
2016-04-23;Samedi;CUMUL;Visiteur;12J;Résident ;All-FIMU;9071
2016-04-23;Samedi;CUMUL;Visiteur;12J;Touriste Français;All-FIMU;6256
2016-04-23;Samedi;CUMUL;Visiteur;13J;Résident ;All-FIMU;1117
2016-04-23;Samedi;CUMUL;Visiteur;13J;Touriste Français;All-FIMU;1621
2016-04-23;Samedi;CUMUL;Visiteur;14J;Résident ;All-FIMU;9281
2016-04-23;Samedi;CUMUL;Visiteur;14J;Touriste Français;All-FIMU;5494
2016-04-23;Samedi;18-24 ans;Visiteur;1J;Résident ;All-FIMU;2198
2016-04-23;Samedi;18-24 ans;Visiteur;1J;Touriste Français;All-FIMU;9396
2016-04-23;Samedi;18-24 ans;Visiteur;2J;Résident ;All-FIMU;3264
2016-04-23;Samedi;18-24 ans;Visiteur;2J;Touriste Français;All-FIMU;4765
2016-04-23;Samedi;18-24 ans;Visiteur;3J;Résident ;All-FIMU;1069
2016-04-23;Samedi;18-24 ans;Visiteur;3J;Touriste Français;All-FIMU;1009
2016-04-23;Samedi;18-24 ans;Visiteur;4J;Résident ;All-FIMU;3046
2016-04-23;Samedi;18-24 ans;Visiteur;4J;Touriste Français;All-FIMU;7972
2016-04-23;Samedi;18-24 ans;Visiteur;5J;Résident ;All-FIMU;7493
2016-04-23;Samedi;18-24 ans;Visiteur;5J;Touriste Français;All-FIMU;7581
2016-04-23;Samedi;18-24 ans;Visiteur;6J;Résident ;All-FIMU;6308
2016-04-23;Samedi;18-24 ans;Visiteur;6J;Touriste Français;All-FIMU;213
2016-04-23;Samedi;18-24 ans;Visiteur;7J;Résident ;All-FIMU;1965
2016-04-23;Samedi;18-24 ans;Visiteur;7J;Touriste Français;All-FIMU;5074
2016-04-23;Samedi;18-24 ans;Visiteur;8J;Résident ;All-FIMU;8068
2016-04-23;Samedi;18-24 ans;Visiteur;8J;Touriste Français;All-FIMU;7795
2016-04-23;Samedi;18-24 ans;Visiteur;9J;Résident ;All-FIMU;4454
2016-04-23;Samedi;18-24 ans;Visiteur;9J;Touriste Français;All-FIMU;5925
2016-04-23;Samedi;18-24 ans;Visiteur;10J;Résident ;All-FIMU;4553
2016-04-23;Samedi;18-24 ans;Visiteur;10J;Touriste Français;All-FIMU;7829
2016-04-23;Samedi;18-24 ans;Visiteur;11J;Résident ;All-FIMU;1062
2016-04-23;Samedi;18-24 ans;Visiteur;11J;Touriste Français;All-FIMU;1868
2016-04-23;Samedi;18-24 ans;Visiteur;12J;Résident ;All-FIMU;8935
2016-04-23;Samedi;18-24 ans;Visiteur;12J;Touriste Français;All-FIMU;5007
2016-04-23;Samedi;18-24 ans;Visiteur;13J;Résident ;All-FIMU;6813
2016-04-23;Samedi;18-24 ans;Visiteur;13J;Touriste Français;All-FIMU;6408
2016-04-23;Samedi;18-24 ans;Visiteur;14J;Résident ;All-FIMU;5154
2016-04-23;Samedi;18-24 ans;Visiteur;14J;Touriste Français;All-FIMU;6702
2016-04-23;Samedi;25-34 ans;Visiteur;1J;Résident ;All-FIMU;2390
2016-04-23;Samedi;25-34 ans;Visiteur;1J;Touriste Français;All-FIMU;1477
2016-04-23;Samedi;25-34 ans;Visiteur;2J;Résident ;All-FIMU;1559
2016-04-23;Samedi;25-34 ans;Visiteur;2J;Touriste Français;All-FIMU;74
2016-04-23;Samedi;25-34 ans;Visiteur;3J;Résident ;All-FIMU;9527
2016-04-23;Samedi;25-34 ans;Visiteur;3J;Touriste Français;All-FIMU;9649
2016-04-23;Samedi;25-34 ans;Visiteur;4J;Résident ;All-FIMU;6560
2016-04-23;Samedi;25-34 ans;Visiteur;4J;Touriste Français;All-FIMU;4164
2016-04-23;Samedi;25-34 ans;Visiteur;5J;Résident ;All-FIMU;7488
2016-04-23;Samedi;25-34 ans;Visiteur;5J;Touriste Français;All-FIMU;5985
2016-04-23;Samedi;25-34 ans;Visiteur;6J;Résident ;All-FIMU;492
2016-04-23;Samedi;25-34 ans;Visiteur;6J;Touriste Français;All-FIMU;6119
2016-04-23;Samedi;25-34 ans;Visiteur;7J;Résident ;All-FIMU;9406
2016-04-23;Samedi;25-34 ans;Visiteur;7J;Touriste Français;All-FIMU;8219
2016-04-23;Samedi;25-34 ans;Visiteur;8J;Résident ;All-FIMU;942
2016-04-23;Samedi;25-34 ans;Visiteur;8J;Touriste Français;All-FIMU;3044
2016-04-23;Samedi;25-34 ans;Visiteur;9J;Résident ;All-FIMU;3223
2016-04-23;Samedi;25-34 ans;Visiteur;9J;Touriste Français;All-FIMU;9563
2016-04-23;Samedi;25-34 ans;Visiteur;10J;Résident ;All-FIMU;5182
2016-04-23;Samedi;25-34 ans;Visiteur;10J;Touriste Français;All-FIMU;4140
2016-04-23;Samedi;25-34 ans;Visiteur;11J;Résident ;All-FIMU;1119
2016-04-23;Samedi;25-34 ans;Visiteur;11J;Touriste Français;All-FIMU;1871
2016-04-23;Samedi;25-34 ans;Visiteur;12J;Résident ;All-FIMU;5474
2016-04-23;Samedi;25-34 ans;Visiteur;12J;Touriste Français;All-FIMU;4813
2016-04-23;Samedi;25-34 ans;Visiteur;13J;Résident ;All-FIMU;9846
2016-04-23;Samedi;25-34 ans;Visiteur;13J;Touriste Français;All-FIMU;5819
2016-04-23;Samedi;25-34 ans;Visiteur;14J;Résident ;All-FIMU;1400
2016-04-23;Samedi;25-34 ans;Visiteur;14J;Touriste Français;All-FIMU;5121
2016-04-23;Samedi;35-44 ans;Visiteur;1J;Résident ;All-FIMU;7099
2016-04-23;Samedi;35-44 ans;Visiteur;1J;Touriste Français;All-FIMU;8122
2016-04-23;Samedi;35-44 ans;Visiteur;2J;Résident ;All-FIMU;8428
2016-04-23;Samedi;35-44 ans;Visiteur;2J;Touriste Français;All-FIMU;7347
2016-04-23;Samedi;35-44 ans;Visiteur;3J;Résident ;All-FIMU;4603
2016-04-23;Samedi;35-44 ans;Visiteur;3J;Touriste Français;All-FIMU;1310
