Date;JourDeLaSemaine;Age;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-23;Samedi;NR;Excursionniste;Journee;Résident ;All-FIMU;8267
2016-04-23;Samedi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-04-24;Dimanche;CUMUL;Visiteur;Journee;Résident ;All-FIMU;2731
2016-04-24;Dimanche;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;5516
2016-04-24;Dimanche;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;7311
2016-04-24;Dimanche;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;9546
2016-04-24;Dimanche;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;6609
2016-04-24;Dimanche;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;8428
2016-04-24;Dimanche;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;4537
2016-04-24;Dimanche;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;5575
2016-04-24;Dimanche;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;6034
2016-04-24;Dimanche;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;5182
2016-04-24;Dimanche;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;8923
2016-04-24;Dimanche;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;3099
2016-04-24;Dimanche;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;6478
2016-04-24;Dimanche;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;61
2016-04-24;Dimanche;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;5300
2016-04-24;Dimanche;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;9653
2016-04-24;Dimanche;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;3453
2016-04-24;Dimanche;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;6006
2016-04-24;Dimanche;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;8887
2016-04-24;Dimanche;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;2007
2016-04-24;Dimanche;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;368
2016-04-24;Dimanche;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;5721
2016-04-24;Dimanche;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;9158
2016-04-24;Dimanche;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;9762
2016-04-24;Dimanche;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;635
2016-04-24;Dimanche;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;9418
2016-04-24;Dimanche;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;7376
2016-04-24;Dimanche;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;334
2016-04-24;Dimanche;NR;Visiteur;Journee;Résident ;All-FIMU;6107
2016-04-24;Dimanche;NR;Visiteur;Journee;Touriste Français;All-FIMU;5027
2016-04-24;Dimanche;NR;Excursionniste;Journee;Résident ;All-FIMU;1381
2016-04-24;Dimanche;NR;Excursionniste;Journee;Touriste Français;All-FIMU;370
2016-04-25;Lundi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;299
2016-04-25;Lundi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;610
2016-04-25;Lundi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1848
2016-04-25;Lundi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;3178
2016-04-25;Lundi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;1715
2016-04-25;Lundi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;7412
2016-04-25;Lundi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-04-25;Lundi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;2885
2016-04-25;Lundi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;9614
2016-04-25;Lundi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;178
2016-04-25;Lundi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;3604
2016-04-25;Lundi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;4266
2016-04-25;Lundi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;8817
2016-04-25;Lundi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;8628
2016-04-25;Lundi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;9386
2016-04-25;Lundi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;3973
2016-04-25;Lundi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;6287
2016-04-25;Lundi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;9381
2016-04-25;Lundi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;7578
2016-04-25;Lundi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;6831
2016-04-25;Lundi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;3632
2016-04-25;Lundi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;1781
2016-04-25;Lundi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;4038
2016-04-25;Lundi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;8926
2016-04-25;Lundi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;218
2016-04-25;Lundi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;8644
2016-04-25;Lundi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;2363
2016-04-25;Lundi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;7304
2016-04-25;Lundi;NR;Visiteur;Journee;Résident ;All-FIMU;9343
2016-04-25;Lundi;NR;Visiteur;Journee;Touriste Français;All-FIMU;9268
2016-04-25;Lundi;NR;Excursionniste;Journee;Résident ;All-FIMU;2614
2016-04-25;Lundi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;1987
2016-04-26;Mardi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;6659
2016-04-26;Mardi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;674
2016-04-26;Mardi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;4689
2016-04-26;Mardi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;199
2016-04-26;Mardi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;1520
2016-04-26;Mardi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;2340
2016-04-26;Mardi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-04-26;Mardi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-04-26;Mardi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;8501
2016-04-26;Mardi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;3268
2016-04-26;Mardi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;2185
2016-04-26;Mardi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;3327
2016-04-26;Mardi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;4319
2016-04-26;Mardi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;6875
2016-04-26;Mardi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;4210
2016-04-26;Mardi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;9220
2016-04-26;Mardi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;4440
2016-04-26;Mardi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;259
2016-04-26;Mardi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;5121
2016-04-26;Mardi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;8169
2016-04-26;Mardi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2122
2016-04-26;Mardi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;4899
2016-04-26;Mardi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;8272
2016-04-26;Mardi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;1915
2016-04-26;Mardi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;8718
2016-04-26;Mardi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;2203
2016-04-26;Mardi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;7266
2016-04-26;Mardi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;3996
2016-04-26;Mardi;NR;Visiteur;Journee;Résident ;All-FIMU;315
2016-04-26;Mardi;NR;Visiteur;Journee;Touriste Français;All-FIMU;1435
2016-04-26;Mardi;NR;Excursionniste;Journee;Résident ;All-FIMU;4267
2016-04-26;Mardi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;5759
2016-04-27;Mercredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;3788
2016-04-27;Mercredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;6200
2016-04-27;Mercredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;9463
2016-04-27;Mercredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;4808
2016-04-27;Mercredi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;7580
2016-04-27;Mercredi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;8693
2016-04-27;Mercredi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-04-27;Mercredi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-04-27;Mercredi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;6748
2016-04-27;Mercredi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;321
2016-04-27;Mercredi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;8648
2016-04-27;Mercredi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;5506
2016-04-27;Mercredi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;6008
2016-04-27;Mercredi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;8386
2016-04-27;Mercredi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;102
2016-04-27;Mercredi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;48
2016-04-27;Mercredi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;3925
2016-04-27;Mercredi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;7611
2016-04-27;Mercredi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;6052
2016-04-27;Mercredi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;9845
2016-04-27;Mercredi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;3310
2016-04-27;Mercredi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;7104
2016-04-27;Mercredi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;8163
2016-04-27;Mercredi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;6270
2016-04-27;Mercredi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;1622
2016-04-27;Mercredi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;1708
2016-04-27;Mercredi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;5755
2016-04-27;Mercredi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;9219
2016-04-27;Mercredi;NR;Visiteur;Journee;Résident ;All-FIMU;3585
2016-04-27;Mercredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;927
2016-04-27;Mercredi;NR;Excursionniste;Journee;Résident ;All-FIMU;87
2016-04-27;Mercredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;4112
2016-04-28;Jeudi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;5959
2016-04-28;Jeudi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4296
2016-04-28;Jeudi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2552
2016-04-28;Jeudi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;898
2016-04-28;Jeudi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;4844
2016-04-28;Jeudi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;8792
2016-04-28;Jeudi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-04-28;Jeudi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;9062
2016-04-28;Jeudi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;4026
2016-04-28;Jeudi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;6392
2016-04-28;Jeudi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;8121
2016-04-28;Jeudi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;2547
2016-04-28;Jeudi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;7371
2016-04-28;Jeudi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;9543
2016-04-28;Jeudi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;8751
2016-04-28;Jeudi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;4299
2016-04-28;Jeudi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;8889
2016-04-28;Jeudi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;5861
2016-04-28;Jeudi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;2086
2016-04-28;Jeudi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;7106
2016-04-28;Jeudi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;2506
2016-04-28;Jeudi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;5064
2016-04-28;Jeudi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;7018
2016-04-28;Jeudi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;3903
2016-04-28;Jeudi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;1507
2016-04-28;Jeudi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;993
2016-04-28;Jeudi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;797
2016-04-28;Jeudi;NR;Visiteur;Journee;Résident ;All-FIMU;4347
2016-04-28;Jeudi;NR;Visiteur;Journee;Touriste Français;All-FIMU;1662
2016-04-28;Jeudi;NR;Excursionniste;Journee;Résident ;All-FIMU;2090
2016-04-28;Jeudi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;6348
2016-04-29;Vendredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;8935
2016-04-29;Vendredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;8081
2016-04-29;Vendredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2084
2016-04-29;Vendredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;7895
2016-04-29;Vendredi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;611
2016-04-29;Vendredi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;4994
2016-04-29;Vendredi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-04-29;Vendredi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;5509
2016-04-29;Vendredi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;9913
2016-04-29;Vendredi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;3358
2016-04-29;Vendredi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;9381
2016-04-29;Vendredi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;6926
2016-04-29;Vendredi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;8473
2016-04-29;Vendredi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;6611
2016-04-29;Vendredi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;9990
2016-04-29;Vendredi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;9849
2016-04-29;Vendredi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;6245
2016-04-29;Vendredi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;3242
2016-04-29;Vendredi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;7818
2016-04-29;Vendredi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;2575
2016-04-29;Vendredi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;9088
2016-04-29;Vendredi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;4223
2016-04-29;Vendredi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;5773
2016-04-29;Vendredi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;6552
2016-04-29;Vendredi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;1551
2016-04-29;Vendredi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;2270
2016-04-29;Vendredi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;3552
2016-04-29;Vendredi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;2110
2016-04-29;Vendredi;NR;Visiteur;Journee;Résident ;All-FIMU;6737
2016-04-29;Vendredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;6505
2016-04-29;Vendredi;NR;Excursionniste;Journee;Résident ;All-FIMU;9987
2016-04-29;Vendredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;2285
2016-04-30;Samedi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;5530
2016-04-30;Samedi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;6542
2016-04-30;Samedi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;5199
2016-04-30;Samedi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;424
2016-04-30;Samedi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;933
2016-04-30;Samedi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;6673
2016-04-30;Samedi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-04-30;Samedi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-04-30;Samedi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;7092
2016-04-30;Samedi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;7775
2016-04-30;Samedi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;2046
2016-04-30;Samedi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;957
2016-04-30;Samedi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;3065
2016-04-30;Samedi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;1079
2016-04-30;Samedi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;7748
2016-04-30;Samedi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;1851
2016-04-30;Samedi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;4143
2016-04-30;Samedi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;7337
2016-04-30;Samedi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;6679
2016-04-30;Samedi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;5826
2016-04-30;Samedi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;5058
2016-04-30;Samedi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;8305
2016-04-30;Samedi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;8386
2016-04-30;Samedi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;892
2016-04-30;Samedi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;1460
2016-04-30;Samedi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;53
2016-04-30;Samedi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;5859
2016-04-30;Samedi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;1151
2016-04-30;Samedi;NR;Visiteur;Journee;Résident ;All-FIMU;8296
2016-04-30;Samedi;NR;Visiteur;Journee;Touriste Français;All-FIMU;6215
2016-04-30;Samedi;NR;Excursionniste;Journee;Résident ;All-FIMU;6855
2016-04-30;Samedi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;7272
2016-05-01;Dimanche;CUMUL;Visiteur;Journee;Résident ;All-FIMU;1921
2016-05-01;Dimanche;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;8122
2016-05-01;Dimanche;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;4470
2016-05-01;Dimanche;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;3196
2016-05-01;Dimanche;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;623
2016-05-01;Dimanche;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;8358
2016-05-01;Dimanche;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-01;Dimanche;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-01;Dimanche;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;8587
2016-05-01;Dimanche;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;6726
2016-05-01;Dimanche;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;1474
2016-05-01;Dimanche;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;8102
2016-05-01;Dimanche;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;3778
2016-05-01;Dimanche;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;8622
2016-05-01;Dimanche;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;5846
2016-05-01;Dimanche;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;2391
2016-05-01;Dimanche;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;2368
2016-05-01;Dimanche;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;7468
2016-05-01;Dimanche;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;6564
