Date;JourDeLaSemaine;Pays;Continent;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-23;Samedi;Caucase;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Caucase;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Caucase;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Danemark;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Émirats Arabes Unis;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Espagne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;3598
2016-04-23;Samedi;Espagne;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;États-Unis;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;656
2016-04-23;Samedi;États-Unis;Amérique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;France - Autres;Autre;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Grèce;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Hongrie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Inde;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Indonésie;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Indonésie;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Islande;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Italie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;5735
2016-04-23;Samedi;Italie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Japon;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Luxembourg;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;3657
2016-04-23;Samedi;Luxembourg;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;3832
2016-04-23;Samedi;Norvège;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Pays-Bas;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;1527
2016-04-23;Samedi;Pays-Bas;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;3643
2016-04-23;Samedi;Roumanie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;736
2016-04-23;Samedi;Roumanie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Royaume-Uni;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Royaume-Uni;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Russie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Serbie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Suède;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Suisse;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;123
2016-04-23;Samedi;Suisse;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;8625
2016-04-23;Samedi;Togo;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Turquie;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-23;Samedi;Turquie;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;CUMUL;CUMUL;Visiteur;Journee;Touriste Etranger;All-FIMU;3258
2016-04-24;Dimanche;CUMUL;CUMUL;Excursionniste;Journee;Touriste Etranger;All-FIMU;4528
2016-04-24;Dimanche;Algérie;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Allemagne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;2781
2016-04-24;Dimanche;Allemagne;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;6450
2016-04-24;Dimanche;Autres Afrique;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Autres Asie;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Autres Moyen Orient;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Baltes;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Belgique;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;9109
2016-04-24;Dimanche;Belgique;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;8183
2016-04-24;Dimanche;Bosnie-Herzégovine;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Brésil;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Brésil;Amérique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Cameroun;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Canada;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Caucase;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Chine;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;9490
2016-04-24;Dimanche;Chine;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;7610
2016-04-24;Dimanche;Émirats Arabes Unis;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Espagne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;États-Unis;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;États-Unis;Amérique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;France - Autres;Autre;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;France - Autres;Autre;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Hongrie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Inde;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Irlande;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Italie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;2436
2016-04-24;Dimanche;Italie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Japon;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Japon;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Luxembourg;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;5211
2016-04-24;Dimanche;Luxembourg;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;2292
2016-04-24;Dimanche;Monaco;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Norvège;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;NR;NR;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;NR;NR;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Pays-Bas;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;6964
2016-04-24;Dimanche;Pays-Bas;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;9638
2016-04-24;Dimanche;Portugal;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Portugal;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;République tchèque;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;République tchèque;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Roumanie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Roumanie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Royaume-Uni;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Royaume-Uni;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Russie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Serbie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-24;Dimanche;Suisse;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;7329
2016-04-24;Dimanche;Suisse;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;8175
2016-04-25;Lundi;CUMUL;CUMUL;Visiteur;Journee;Touriste Etranger;All-FIMU;3677
2016-04-25;Lundi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Etranger;All-FIMU;5082
2016-04-25;Lundi;Algérie;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Algérie;Afrique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Allemagne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;5490
2016-04-25;Lundi;Allemagne;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;6856
2016-04-25;Lundi;Arabie Saoudite;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Autres Afrique;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;8528
2016-04-25;Lundi;Autres Afrique;Afrique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Autres Asie;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Autres Asie;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Autres Moyen Orient;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Baltes;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Belgique;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;4028
2016-04-25;Lundi;Belgique;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;6660
2016-04-25;Lundi;Bosnie-Herzégovine;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Bosnie-Herzégovine;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Brésil;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Brésil;Amérique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Cameroun;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Caucase;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Chine;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Corée du Sud;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;6443
2016-04-25;Lundi;Corée du Sud;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;1677
2016-04-25;Lundi;Espagne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Espagne;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;États-Unis;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;5947
2016-04-25;Lundi;États-Unis;Amérique;Excursionniste;Journee;Touriste Etranger;All-FIMU;5230
2016-04-25;Lundi;France - Autres;Autre;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Hongrie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Inde;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Inde;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Italie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;4774
2016-04-25;Lundi;Italie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Japon;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;128
2016-04-25;Lundi;Japon;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Luxembourg;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;80
2016-04-25;Lundi;Luxembourg;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;2004
2016-04-25;Lundi;Madagascar;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Madagascar;Afrique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Norvège;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Pays-Bas;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;2273
2016-04-25;Lundi;Pays-Bas;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;492
2016-04-25;Lundi;Pologne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;République tchèque;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;République tchèque;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Roumanie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Roumanie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Royaume-Uni;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Royaume-Uni;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Russie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Serbie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Serbie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Suisse;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;8392
2016-04-25;Lundi;Suisse;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;3306
2016-04-25;Lundi;Togo;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Tunisie;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Turquie;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Turquie;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-25;Lundi;Ukraine;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;CUMUL;CUMUL;Visiteur;Journee;Touriste Etranger;All-FIMU;206
2016-04-26;Mardi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Etranger;All-FIMU;2837
2016-04-26;Mardi;Algérie;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Allemagne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;5791
2016-04-26;Mardi;Allemagne;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;4281
2016-04-26;Mardi;Autres Afrique;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;3433
2016-04-26;Mardi;Autres Afrique;Afrique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Autres Asie;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Autres Moyen Orient;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Baltes;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Baltes;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Belgique;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;3405
2016-04-26;Mardi;Belgique;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;9716
2016-04-26;Mardi;Caucase;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Chine;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Chine;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Corée du Sud;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Corée du Sud;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Côte d'Ivoire;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Égypte;Afrique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Émirats Arabes Unis;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Espagne;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Espagne;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;États-Unis;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;1913
2016-04-26;Mardi;États-Unis;Amérique;Excursionniste;Journee;Touriste Etranger;All-FIMU;3987
2016-04-26;Mardi;France - Autres;Autre;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Grèce;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Grèce;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Hongrie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;7722
2016-04-26;Mardi;Hongrie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Inde;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Inde;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Italie;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;5746
2016-04-26;Mardi;Italie;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;2264
2016-04-26;Mardi;Japon;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Japon;Asie;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Luxembourg;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;7496
2016-04-26;Mardi;Luxembourg;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;6654
2016-04-26;Mardi;Malaisie;Asie;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Mexique;Amérique;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Mexique;Amérique;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Monaco;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Monaco;Europe;Excursionniste;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Norvège;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;#
2016-04-26;Mardi;Pays-Bas;Europe;Visiteur;Journee;Touriste Etranger;All-FIMU;7735
